Parent	Type	Child	Weight	Probability	Score
G1	-	G1	-0.007376	0.278116	-0.007072
G2	-	G1	-0.113269	0.999682	-0.390356
G3	-	G1	-0.036533	0.537689	-0.067718
G4	-	G1	-0.058993	0.887147	-0.180418
G5	+	G1	0.045534	0.466540	0.073235
G6	-	G1	-0.008001	0.207092	-0.005712
G7	-	G1	-0.083222	0.995311	-0.285552
G8	+	G1	0.086985	0.995477	0.298515
G9	-	G1	-0.026164	0.229235	-0.020677
G10	-	G1	-0.017782	0.278427	-0.017068
G11	+	G1	0.034005	0.488160	0.057226
G12	-	G1	-0.018847	0.384482	-0.024980
G13	-	G1	-0.099599	0.999415	-0.343155
G14	+	G1	0.037857	0.624043	0.081443
G15	-	G1	-0.017882	0.426822	-0.026311
G16	+	G1	0.085053	0.949547	0.278417
G17	+	G1	0.018260	0.323660	0.020374
G18	-	G1	-0.012365	0.433868	-0.018495
G19	+	G1	0.002881	0.250743	0.002491
G20	+	G1	0.034747	0.467313	0.055977
G21	-	G1	-0.060933	0.939186	-0.197284
G22	+	G1	0.009251	0.389283	0.012415
G23	-	G1	-0.003774	0.451348	-0.005873
G24	+	G1	0.038447	0.635781	0.084267
G25	+	G1	0.024286	0.400728	0.033551
G26	+	G1	0.011953	0.280830	0.011572
G27	-	G1	-0.025974	0.451208	-0.040402
G28	+	G1	0.062140	0.943055	0.202022
G29	-	G1	-0.002482	0.205826	-0.001761
G30	+	G1	0.076691	0.800557	0.211654
G31	+	G1	0.020698	0.348200	0.024845
G32	-	G1	-0.029008	0.493003	-0.049300
G33	+	G1	0.008676	0.272886	0.008162
G34	+	G1	0.112432	0.999934	0.387568
G35	+	G1	0.016664	0.488500	0.028063
G36	-	G1	-0.002175	0.264025	-0.001980
G37	+	G1	0.005995	0.251821	0.005205
G38	+	G1	0.039759	0.567132	0.077734
G39	-	G1	-0.088090	0.996201	-0.302526
G40	-	G1	-0.030763	0.495655	-0.052565
G41	+	G1	0.045283	0.473213	0.073871
G42	-	G1	-0.027727	0.504485	-0.048222
G43	-	G1	-0.036568	0.446409	-0.056276
G44	-	G1	-0.125072	0.999986	-0.431164
G45	+	G1	0.113442	0.999954	0.391060
G46	+	G1	0.046601	0.749693	0.120438
G47	+	G1	0.022309	0.287986	0.022148
G48	-	G1	-0.004863	0.206989	-0.003470
G49	+	G1	0.059664	0.929249	0.191130
G50	-	G1	-0.081358	0.994463	-0.278917
G51	+	G1	0.024451	0.275819	0.023249
G52	+	G1	0.057289	0.604875	0.119461
G53	+	G1	0.075784	0.978086	0.255530
G54	-	G1	-0.067521	0.962460	-0.224031
