Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G6	G7	0.530809847992049	2.52973581134094e-31
G7	G6	0.530809847992049	2.52973581134109e-31
G82	G92	0.338207826451234	1.75207584212781e-12
G92	G82	0.338207826451234	1.75207584212787e-12
G10	G6	0.313834516775901	7.21392212452628e-11
G6	G10	0.313834516775901	7.21392212452644e-11
G44	G41	0.305949957698492	2.23879223554902e-10
G41	G44	0.305949957698491	2.23879223554913e-10
G80	G58	0.290608836621114	1.84372722540118e-09
G58	G80	0.290608836621114	1.84372722540128e-09
G80	G34	0.275401625880626	1.32095863652354e-08
G34	G80	0.275401625880626	1.32095863652356e-08
G82	G28	0.27083485064017	2.33200825043954e-08
G28	G82	0.27083485064017	2.33200825043954e-08
G80	G83	0.253357120181462	1.86567572194812e-07
G83	G80	0.253357120181462	1.86567572194819e-07
G62	G88	0.231452491209607	2.05105682141369e-06
G88	G62	0.231452491209607	2.05105682141377e-06
G79	G64	0.230292980197608	2.31389496040811e-06
G64	G79	0.230292980197608	2.31389496040817e-06
G35	G6	0.225952459486689	3.61374002120216e-06
G6	G35	0.225952459486689	3.61374002120219e-06
G35	G89	0.216804597167975	8.98735264390028e-06
G89	G35	0.216804597167975	8.98735264390038e-06
G52	G58	0.213602253302689	1.22521838120666e-05
G58	G52	0.213602253302688	1.22521838120669e-05
G93	G100	0.212913071135524	1.30891806023894e-05
G100	G93	0.212913071135524	1.30891806023894e-05
G40	G16	0.211880302993784	1.44458813881434e-05
G16	G40	0.211880302993784	1.44458813881436e-05
G88	G70	0.209646705494758	1.78509268505399e-05
G70	G88	0.209646705494758	1.78509268505399e-05
G47	G80	0.208764777887955	1.93947663269903e-05
G80	G47	0.208764777887954	1.93947663269916e-05
G35	G16	0.206452088968997	2.40673575629264e-05
G16	G35	0.206452088968997	2.40673575629264e-05
G76	G47	0.205915862075514	2.52938655843511e-05
G47	G76	0.205915862075514	2.52938655843521e-05
G58	G76	0.205108958843751	2.72516701641136e-05
G76	G58	0.205108958843751	2.7251670164115e-05
G47	G5	0.200478532229025	4.15673553382232e-05
G5	G47	0.200478532229025	4.15673553382236e-05
G29	G12	0.20015861370733	4.27826466579231e-05
G12	G29	0.20015861370733	4.27826466579236e-05
G80	G76	0.196606454599551	5.87360383051918e-05
G76	G80	0.196606454599551	5.87360383051933e-05
G94	G8	0.195590341131265	6.42437341627455e-05
G8	G94	0.195590341131265	6.42437341627455e-05
G76	G93	0.182063504140586	0.000202918187131287
G93	G76	0.182063504140586	0.000202918187131287
G48	G33	0.181222843728001	0.000217382084012756
G33	G48	0.181222843728001	0.000217382084012759
