	G62	G48	G49	G7	G78	G63	G21	G27	G17	G25	G38	G64	G66	G100	G69	G92	G93	G3	G13	G26	G55	G58	G47	G12	G51	G11	G90	G37	G86	G35	G70	G20	G16	G30	G1	G88	G15	G18	G24	G91	G8	G83	G72	G31	G44	G61	G19	G57	G23	G22	G34	G81	G77	G59	G46	G67	G97	G32	G6	G75	G95	G52	G99	G84	G42	G50	G39	G36	G76	G68	G2	G41	G14	G45	G33	G87	G80	G79	G5	G53	G4	G40	G65	G96	G60	G73	G94	G71	G10	G9	G29	G85	G54	G28	G56	G82	G43	G89	G74	G98
G1	0.010136865292163271	0.006832614782723867	0.004904734206244185	0.004834086562068686	0.001928149017407868	0.007820059652138145	0.001052485579619794	0.027151323075582164	0.0024401096760524976	0.003077281133807608	0.0028945279450423886	0.002919408050611228	0.0013141697131508596	0.0024893625856253665	0.0030245366908556626	0.0014787742248580295	0.0020778218394155398	0.04372256903760822	0.0036609736012344525	0.0016947347120534679	0.01240759548952601	0.002390962846380498	0.003810614754390327	0.036899800724979274	0.0911290816257066	0.007386017912905259	0.002697540242011154	0.0015426386002148392	0.0029318347954882034	0.0010880159487415065	0.02591164125502807	0.0030713183404419983	0.021934030591235686	0.015839689137455804	0.06842653773292243	0.01797095320015324	0.003046146313980939	0.00281987405098672	0.001497362087794255	0.0009442554330560113	0.05063136880328964	0.0017832297527849914	0.0023377972281558856	0.004446058564927234	0.0020259912415154296	0.044662043265865876	0.0014764035395642937	0.0027756110454192308	0.007814988143064822	0.006728752169534212	0.0025349903474109646	0.004909324989910926	0.0018144813704980515	0.0021467110153504075	0.002015173388322666	0.0021672595555292527	0.0021766041410246828	0.009302549737772899	0.003906753425106565	0.004941683062333135	0.011241581318153891	0.005120427585312758	0.0013813129371561495	0.002213486919373439	0.0013057583380298682	0.011994249393098184	0.009841369634124578	0.0011014512148087461	0.002405292206540969	0.0022626689689320334	0.020816157401458802	0.0033022884026071694	0.030751677722935647	0.003820008226836768	0.0032473910828363134	0.036425115610530794	0.003713667818618868	0.004369524912732132	0.015558900959065834	0.0563663743366984	0.004801245015504992	0.004222322473195568	0.006355632863564042	0.0043155786430924895	0.012765802207198022	0.0029398882604502645	0.0027328018919915474	0.01905550939079085	0.0047260643617962304	0.006519855144631673	0.03236110608679542	0.007506061529128761	0.012726023922530255	0.00590543267710375	0.001315762895328046	0.004043969473730439	0.010442513154955516	0.004891966608458211	0.0010986696224674465	0.004236815538391835
G2	0.009933921190717522	0.002501181327533656	0.0028320792897105398	0.0023482046938984834	0.00463817186714571	0.007428574321053273	0.0023910458674793016	0.014632288196327703	0.003909289216517055	0.004960312312020343	0.004462126756579198	0.0070540367417372355	0.0023362917283646354	0.003261824766387119	0.0019783243728362593	0.002268749355941519	0.004242863725074284	0.02218474602956071	0.002387204257125074	0.002169790039394187	0.006548849984964638	0.011725561442477444	0.005656650531035372	0.020829267869071563	0.04595549737641645	0.0036719074967635373	0.00409984647923954	0.0023621562724093744	0.0023250871071234733	0.005408392922825361	0.007328403455115413	0.005560059294151629	0.004662612056316527	0.07328560644027167	0.02023987412978428	0.005389965859267397	0.005356939971439636	0.00735072909537011	0.00206458666899575	0.004219138629896497	0.05404875538179001	0.0054497504446730394	0.0020193650790518328	0.00332882159404419	0.004301300514018995	0.016563922606001296	0.0028493733685375305	0.007965407180486156	0.007503995299314289	0.01820611562446385	0.0022806523761791137	0.007088673652654096	0.002999675327299362	0.002435324260290649	0.0035925397662021365	0.005607821197610906	0.0029463561256316295	0.003183329888137986	0.006229103387092867	0.0033843621556115047	0.0073720569855886785	0.007398962836197777	0.0030394335610396932	0.003922348275670943	0.0023070015708280198	0.005692509672054933	0.008667294699241733	0.002146117743901938	0.004927911683374102	0.0029502333266832968	0.08822693955401599	0.016844008725649832	0.0027185717821190045	0.004593099336688938	0.002792504136342136	0.005223182024629766	0.0019460561488289108	0.0033663073203573837	0.07665348204903936	0.017427985629149784	0.005659435877010937	0.0030334500869578203	0.0051868599959303124	0.0048124192097018514	0.008272871133416628	0.0037078320095512633	0.0021469358785507387	0.006802409099457002	0.008667857834197339	0.04492188588268094	0.03622786143623026	0.04915696669070905	0.009818764385488838	0.002635785020194265	0.0029483934528504647	0.0070232484789321745	0.006238180457748174	0.0033169968114159557	0.002678518497950023	0.0045805163321931495
G3	0.032332682376773	0.007102257817094939	0.0028071227005460153	0.00515809102977346	0.004760228988367064	0.017611122442580562	0.003874954197031086	0.0146233174506206	0.004076653576328234	0.0023986487460100486	0.004353009918117979	0.016330402188340618	0.002631724675007326	0.004634444278976048	0.0023973196559658964	0.004450443310502778	0.002008755521054549	0.14357379952389893	0.003810520185715802	0.0038285780708875146	0.017678624250428803	0.00828557702651773	0.0171424872345336	0.015731215527520402	0.02249916954700135	0.00808533675313532	0.004211411081696832	0.004503637478537884	0.005483987791670957	0.004019372937508762	0.010532251529342396	0.005663578204156517	0.020702555817839835	0.007964994821698086	0.031208590198165697	0.01852871915722303	0.004766513559444574	0.014082333087569118	0.003893194506433268	0.005044084259510821	0.02383303181794603	0.003454710466711191	0.003603388727329087	0.0035803063730219034	0.0045302556591681475	0.0037716437217318196	0.003835096708971583	0.009666666223461939	0.0135104183526147	0.011373781576500288	0.0022552568303015933	0.012933992618667995	0.004096899311812059	0.004901662807235058	0.002919446301922491	0.02124113974517878	0.0027887564203324046	0.018016445146911798	0.004509092592179168	0.002421762383066555	0.011831161078111807	0.005132208607254239	0.00308428303178927	0.005053792891956829	0.003099345644869046	0.007278457615841521	0.007930422917510376	0.008698515877455511	0.00534596866620691	0.002737984313210382	0.013596136328362254	0.006178265126707876	0.01845054445156995	0.009726218047450988	0.0032151162012126113	0.021106935052911495	0.0026377882912158993	0.00648721639815186	0.012503635133848544	0.02032739057478683	0.005443317475449459	0.007445760223667865	0.0035478810725806794	0.0060502734231792105	0.007486352479305236	0.004550615416132549	0.0021303952555499937	0.03155986754000545	0.005243867978124328	0.006196283887824519	0.016632681327657366	0.022745758948728653	0.0027150719321538505	0.002893458289356296	0.002655086313505776	0.00415884367628573	0.00751085507107884	0.003758629332479416	0.0067856279810025455	0.006032520916915794
G4	0.0049078872416752845	0.005744471903073149	0.004493710804675112	0.004401306567904969	0.005619319404185084	0.0031150907600915284	0.0034050787483905546	0.010901499921225627	0.005763709678696229	0.007119829491202185	0.010322414228935962	0.005649735893290728	0.0032234238247558717	0.007666768228635121	0.005187299257283517	0.0021917268728555424	0.010136478938854858	0.007480961206121281	0.0028450788129550063	0.0030786042093309436	0.0069722471852911895	0.026688747996147576	0.00519742246080115	0.002890178060571446	0.010259083147901159	0.002801822019133123	0.008300473299373378	0.002475204413362566	0.009803276781832163	0.03665468979651748	0.005218723732180436	0.010125968679654226	0.005178926344441954	0.030439093597112027	0.007345231601233659	0.009734828416964896	0.03738666471443964	0.01307141994267881	0.003246052448811523	0.029241029901304713	0.008586610148682854	0.013929797517514705	0.0038641839678528076	0.006991672623913765	0.010939718213087592	0.005399955026303547	0.0030402285534122386	0.006811052078382366	0.006200146473706254	0.016142862380963692	0.0030469696285449397	0.008511521693913698	0.0025550990052526645	0.0024550716961611553	0.004122194821359639	0.00924127763333355	0.003794024954101235	0.003804017113498839	0.006572330800332126	0.007140734216716362	0.005351339498283423	0.014291527042067674	0.03187813885624705	0.004392227565465865	0.0065536433999804095	0.03588174316055917	0.010375633563216625	0.0035826684085791013	0.006758883987114427	0.008313447306148643	0.00835046815129466	0.007267077776526025	0.003849798523097126	0.003975781968045594	0.005044962128782479	0.04604578108735152	0.0025398172627764783	0.003231253718269701	0.0045051502857014645	0.011333222139650078	0.08403120574754472	0.004001198803477413	0.007953294294601457	0.01179986129526248	0.003779527578492726	0.01487376405113939	0.005531375952732185	0.0066733545079194845	0.0037118860982674217	0.0107743311317776	0.004760929915633044	0.015464032644055421	0.004689052409700018	0.00477577463667217	0.004235486976894622	0.042273268896449126	0.005363058832467628	0.006829615772316212	0.0024648880573289204	0.02305657748718483
G5	0.0038650889959124003	0.03198478122465845	0.004514508639886943	0.01006227151100693	0.0024526445691662904	0.02904576976069932	0.002000934154318598	0.012595835953382532	0.009079865455945248	0.002773326333484398	0.025304097562136144	0.013277963824724077	0.002501895053718826	0.0029082428481413004	0.00217830740199085	0.0043200108551159876	0.004142460637828547	0.01210288612914985	0.004168740234527572	0.0008726706165751869	0.0032734454166898235	0.006207121796864371	0.006971165919421168	0.030142318179119235	0.028829375135188916	0.005303869514288893	0.0037196119543893313	0.0021224935655781243	0.002984413522191803	0.0037254192863534277	0.011376223470702064	0.007408741069800447	0.005341299227259159	0.017234399168125476	0.015285276346061945	0.005046844285994723	0.003220296442584497	0.008072867659313815	0.0033797690626989163	0.003601779720440224	0.04974297967866789	0.0023813470041516432	0.0024423777961892074	0.004777676546388125	0.0036448527894260047	0.06210034437688803	0.003017979619014865	0.010476960108012266	0.0073967290683235615	0.00482111200758052	0.002743290401799753	0.002196711102341523	0.0021781291831933784	0.003470589606753215	0.006550724048623912	0.00629959858561059	0.003687938696371321	0.0023857560892464155	0.008639568990231727	0.0032983117585451173	0.0056075526268085825	0.002370966899204652	0.004461888064589331	0.0021988767072391954	0.0016556205868890222	0.005521461157771796	0.010892580039783516	0.0025842795346842948	0.003960285772969043	0.01245019411840973	0.02489263328463802	0.0059076550812828124	0.011452803340281514	0.004793798051004107	0.002391620503689016	0.005729578715057584	0.0035254867306046237	0.013112421236211298	0.13400088133536167	0.01435186981653361	0.0054616128715848054	0.0023859051819191965	0.011588453895632457	0.00254746038824946	0.015129405003929113	0.03585316123011577	0.002060597775187825	0.005248692669881202	0.0053672460845161545	0.01258084427185133	0.03791627586483827	0.005146681855687029	0.015519802454087883	0.002310105011725996	0.002790036216419379	0.004014466211402438	0.0032543141853644494	0.00314992248696959	0.003153857778224857	0.007006694996604425
G6	0.032637389970056496	0.0035709459116811866	0.005258665743021281	0.005473074097583165	0.009920041820472628	0.005569040664122015	0.004898700349799996	0.019589158470221475	0.0034427120892965707	0.005942279849848912	0.005008227284538137	0.006762239709410917	0.005202074281533536	0.00889926501845992	0.007108550484103347	0.007465601567672856	0.007185841633271903	0.004563424379568814	0.005776328500861189	0.0036113616266592367	0.006980203195246204	0.0069402411165528834	0.028073890035877437	0.015308085063548957	0.009829192471708466	0.004166837993801383	0.005596699680557427	0.004728651162027088	0.006935576639616577	0.02339110143400223	0.006708710483871854	0.006984130279915965	0.042323220764106384	0.009087152242136878	0.0037836189424946044	0.005450497420510842	0.004933490112977244	0.012212989503600176	0.00276136984533565	0.04453717972911042	0.006634519078622752	0.024917107950192453	0.0041301488407051315	0.014608057702486275	0.00498572536395532	0.009500093339513136	0.00385562318460292	0.006777742931590194	0.007616482887463656	0.004704630431125768	0.005414504010066367	0.006721013220762059	0.00863495072219809	0.005751019749127861	0.0036699470639151356	0.004782721284938928	0.003957296934477183	0.012341304485056673	0.08871136948029759	0.005843465672140457	0.0075016071990892386	0.006307275998431181	0.005279887325633574	0.06416783779741872	0.011671040468356505	0.006385014240547815	0.0068371491802169514	0.006242750004602436	0.00935934690147307	0.008302194309322474	0.005096485097729751	0.007230705909799291	0.004873532493826581	0.004977461828897103	0.006721932983232402	0.006455410515124456	0.004576454390010095	0.007310790929134605	0.00847227017653683	0.005507038278571105	0.007196160270997568	0.005976808098972817	0.00416011635555781	0.019419202951521587	0.018215188878626977	0.004336421358277866	0.0032803695687224324	0.0064338124086091904	0.0054659273234383835	0.004670681592813106	0.005515680664908969	0.015705756186113518	0.0037663887623651865	0.005548805216683573	0.006057699773731249	0.006549828014189347	0.008385932805773546	0.00651635521399917	0.005277282531937252	0.022069910092386198
G7	0.008747366323241754	0.0076471477781514	0.012731337543055042	0.015719770514704384	0.008684590863719368	0.009777276738178383	0.00973415255361882	0.012361550263353725	0.009701571323424144	0.009987881742593406	0.007867568045729032	0.012935075230643012	0.010798194316910556	0.012055330106616564	0.007353526266030952	0.011304693427266964	0.00811407776916089	0.009662164195354737	0.009835828483390903	0.012855567303684274	0.010177558361752236	0.01226673714802895	0.012458339114792603	0.010663612208873496	0.012093579638906502	0.00981977044616268	0.0076394485775478655	0.007486277101366854	0.010878951037392235	0.00850282742922442	0.009051125290874817	0.00809251122216875	0.008425361022526542	0.011723817620727188	0.008869409535670326	0.00815264832288763	0.0082837241662232	0.008196352594465555	0.008940916218334928	0.006614458044795804	0.014364692767416993	0.010246514152395319	0.00938539079581971	0.006032823037255712	0.00915391823831613	0.010305298657537543	0.0112789804672837	0.017386517565560804	0.011304457582936914	0.007307540605205729	0.008011121808222398	0.010198675778401313	0.008208419317133534	0.009697068470268067	0.01033761700257772	0.010499451631030115	0.010355152973048096	0.009051198276198288	0.007761358730547307	0.011533102017484694	0.007252767439747195	0.011986276053452396	0.00857742127665183	0.009287896146466402	0.008960499808788533	0.010545761389074426	0.006986454773251959	0.009926189861560715	0.011908789277340463	0.01269327887476998	0.009900153094653452	0.009152030655460974	0.008669533844070198	0.009689033829860479	0.009565149756090678	0.006696761832937816	0.01176213456947754	0.008719708178273658	0.008723529961641253	0.014346717781895139	0.008228995843772019	0.007863344983067252	0.016812196543928508	0.009032435527194188	0.0076888487371533434	0.009000835577542358	0.015034468372060366	0.00925715533780877	0.015928643387846792	0.008753844609077459	0.010186606995471742	0.011228181268057986	0.00869559743350089	0.007551233325506928	0.012283296266568908	0.009309275453638348	0.00900815445779379	0.010747931959038162	0.009568574218810084	0.009838895530506143
G8	0.004613194208281812	0.0023367860571814306	0.007258248478659866	0.002644063980849266	0.0032308784009488526	0.00617121330585366	0.002272553477122574	0.0274375304244682	0.0035811686058761787	0.004012006001180022	0.004633598668735655	0.0030056939255241515	0.0013320085677107933	0.002768714856305873	0.002694167485898118	0.003647946339737039	0.002094781686137358	0.014195923429612234	0.00243728059332911	0.0017023366446571955	0.004659785104635007	0.0017398582695761294	0.003581154486545357	0.03216038973411232	0.10362947451397272	0.010723590903082563	0.002182710632635679	0.0025509022353491255	0.0019551549759235748	0.0037116115984538447	0.020661017578028497	0.006173729043086427	0.0038301470902385396	0.03286340206086082	0.044107053424934636	0.005848357886090269	0.00214975536665927	0.0035368621888907195	0.0024952472605673298	0.001947748332371121	0.10853019171835404	0.0019219991234710827	0.0018242772385110952	0.006348552740685996	0.004023126653019233	0.047278445556116315	0.0025251154477804834	0.005074085917831715	0.009775351641170256	0.009677406556307874	0.0026215089540057046	0.004222547746613485	0.0030948782889771206	0.003444672719313931	0.0024877533172461383	0.0020564259984449107	0.0017557107728721553	0.003749982797481236	0.005778525975418882	0.002859254382285661	0.0043906371307367255	0.003781685336200965	0.0022646858218318975	0.003787411607344349	0.0019829951668731928	0.006768993815321217	0.010998456385420071	0.0021689657216505103	0.005610443312002404	0.0019267537676645693	0.03403654923470558	0.004202873726480059	0.011336030466763543	0.005772236198798711	0.002298499667855648	0.013837804563895688	0.0021854635168137983	0.003528635329919973	0.024500534237825482	0.04599700666732643	0.006225848804450708	0.0029681809890629326	0.005719622944282079	0.002107230264888987	0.010339081402378034	0.0025076865479394667	0.0037489088572018815	0.012833050442170885	0.005575962687769107	0.012968238294636949	0.06747989778234559	0.0050517308425511625	0.01384428292395225	0.006085220065355663	0.004398901241426603	0.007781969709656835	0.005975985512357979	0.005315935501724546	0.0017550084052530026	0.0043127337351739296
G9	0.006513278084739757	0.005135353074524353	0.0046929541577481115	0.004547604340647522	0.0032797995147171802	0.007036421125334888	0.0035227569940600232	0.012804289799385067	0.004339383217712004	0.0028864894792302617	0.006207451065868757	0.009972760728709704	0.0034201056314969117	0.004424670544835125	0.0032877704636616743	0.0035575134573654706	0.00930068821059905	0.0064991158196598	0.005751366469933246	0.003787300808517033	0.007198026508041732	0.004721551793459848	0.0038214121948827373	0.027898366249249632	0.051773178989735456	0.0037246287909841773	0.003392624847160526	0.002850066176691353	0.003636176787940684	0.008460096320571667	0.011579953359982608	0.009975135497963401	0.008539461177466732	0.07374074784153989	0.01928671966685286	0.005954856135715021	0.004913848392350012	0.004981883616649536	0.0030737261289127907	0.005428573815806795	0.03957316829942128	0.004021317166250247	0.007358717245715064	0.004517968023145219	0.003994220857198809	0.022797372261576233	0.004620306811068893	0.005572116327805438	0.010438934249598892	0.018304222939804084	0.0028844344768422	0.004418322167889882	0.004226196136792923	0.004717969762815093	0.0034349742835005546	0.004650882858358273	0.0041662264349518205	0.004510751253829026	0.006987963945236158	0.004424823616640347	0.005772358699294105	0.007906379326502901	0.003593476250617027	0.003166919016135274	0.0053012146944449445	0.009159525839801641	0.00694210660127643	0.003412687775584533	0.007048436063286472	0.005091771151971085	0.03428921108531809	0.0096327342992841	0.002880748729417653	0.003146042440774957	0.003429201486891148	0.00601989775875404	0.0038117522016691986	0.006931115352954437	0.0692849593043523	0.012708634815788057	0.005633191490203324	0.003221063295469966	0.0075766356995280925	0.005070483320181414	0.006000156670455547	0.006630283302664662	0.004944602125999348	0.008824055070270837	0.008368131716201151	0.08746195582658763	0.04294065561254484	0.010700285113289068	0.007444186262706243	0.0025826813645075984	0.004737951692422156	0.014629532365300013	0.0065432282058078065	0.004309540754231858	0.0033994064570827516	0.007913804361283186
G10	0.015964332230723282	0.012547958181482678	0.003807551522708542	0.006737001381720036	0.01224387624559165	0.005392476483545872	0.0040138979550702145	0.004980476056948574	0.003027485487070803	0.0043119755977638575	0.006927440611593034	0.013123366347177787	0.004038055175484245	0.010120652299753076	0.0050927308994547895	0.005537683878238609	0.018245106762174213	0.01110424269821301	0.005143148159061529	0.003649141500588912	0.024527997206311505	0.026159184879480296	0.010247100114621505	0.004298358795765665	0.004371670062941778	0.006902410417641174	0.03093114574685147	0.00636377457989517	0.005995429827076624	0.00597793577963121	0.0036359349428046225	0.007569734635319486	0.022684596019448736	0.039908973610992986	0.021318252236129924	0.011272013793487136	0.008747134802990183	0.005965924763664039	0.0039799340380006374	0.010438133738389924	0.010461722507109826	0.008147858870746313	0.005202797439902199	0.009203270311364637	0.0038289255870718837	0.005712114500195987	0.004127590609636176	0.0054262133122118614	0.005280347865565697	0.004175885466308468	0.00363366444268633	0.005411631010462711	0.002987529045890054	0.0037005250667152306	0.004965231805293087	0.011163793102117311	0.006706382760878704	0.009361454554415264	0.012531842456288236	0.0037969319108018358	0.0064547783640068945	0.0036636197860770944	0.004173909219528967	0.011186292144499402	0.015562641563460676	0.01135091428053816	0.011470901870220276	0.007086312679036883	0.004393457766148088	0.003160138882231123	0.008047383419157329	0.008751245268918233	0.006077817058139532	0.0038473989762019918	0.004067335796342621	0.007968027425483366	0.004884455253609103	0.0044913075304929195	0.008994110028926682	0.011339654024378257	0.003932298366896899	0.008132079935204577	0.0631121188252406	0.011060843482901463	0.006357299625529581	0.005439993692403043	0.005091770566980149	0.02333343049909129	0.08959589160292646	0.004161018393099585	0.00805802896933264	0.006494893679876832	0.014670415820690464	0.0028358867943014667	0.0037262442121134506	0.005037919067973462	0.03298012609626119	0.0063394402616361	0.002645700156995834	0.006892946521676569
