Gene1	Gene2	Score
G98	G77	0.835498011503823
G77	G98	0.835498011503823
G54	G48	0.819249469265054
G48	G54	0.819249469265054
G98	G82	0.816520396696057
G82	G98	0.816520396696057
G6	G5	0.775167358534023
G5	G6	0.775167358534023
G85	G80	0.773239219388846
G80	G85	0.773239219388846
G82	G77	0.754247847437894
G77	G82	0.754247847437894
G79	G77	-0.753245402075544
G77	G79	-0.753245402075544
G95	G84	-0.731125942754442
G84	G95	-0.731125942754442
G98	G28	-0.708473594198801
G28	G98	-0.708473594198801
G98	G41	-0.707105701311427
G41	G98	-0.707105701311427
G77	G41	-0.688283060168837
G41	G77	-0.688283060168837
G74	G58	-0.687814381305351
G58	G74	-0.687814381305351
G98	G79	-0.686324417478841
G79	G98	-0.686324417478841
G19	G12	-0.685046765555756
G12	G19	-0.685046765555756
G99	G84	0.683089112372496
G84	G99	0.683089112372496
G99	G95	-0.682721597584828
G95	G99	-0.682721597584828
G50	G40	-0.673637286911436
G40	G50	-0.673637286911436
G76	G45	0.670702198417843
G45	G76	0.670702198417843
G74	G34	0.665448619311553
G34	G74	0.665448619311553
G96	G95	0.66213305793302
G95	G96	0.66213305793302
G45	G25	0.660153391467069
G25	G45	0.660153391467069
G85	G29	0.651933350113146
G29	G85	0.651933350113146
G98	G43	-0.645991906531884
G43	G98	-0.645991906531884
G31	G23	-0.645867060615711
G23	G31	-0.645867060615711
G88	G80	0.645705709285862
G80	G88	0.645705709285862
G88	G85	0.643672283003001
G85	G88	0.643672283003001
G31	G25	0.633582988831678
G25	G31	0.633582988831678
G80	G29	0.633102548597497
G29	G80	0.633102548597497
G59	G50	-0.619169883118636
G50	G59	-0.619169883118636
G72	G17	-0.618971588610442
G17	G72	-0.618971588610442
G25	G20	0.614476427937572
G20	G25	0.614476427937572
G45	G31	0.611266953700577
G31	G45	0.611266953700577
G82	G79	-0.611255168292125
G79	G82	-0.611255168292125
G37	G34	-0.607694267776422
G34	G37	-0.607694267776422
G54	G50	0.603977458331983
G50	G54	0.603977458331983
G31	G20	0.600900755918701
G20	G31	0.600900755918701
G82	G41	-0.597616361486341
G41	G82	-0.597616361486341
G79	G60	0.595494955853669
G60	G79	0.595494955853669
G95	G86	-0.594076352708319
G86	G95	-0.594076352708319
G77	G28	-0.592966968321175
G28	G77	-0.592966968321175
G81	G25	-0.591401837671313
G25	G81	-0.591401837671313
G30	G11	0.587176119684424
G11	G30	0.587176119684424
G50	G12	0.585913423331382
G12	G50	0.585913423331382
G71	G12	-0.579638900863529
G12	G71	-0.579638900863529
G43	G28	0.579548719916423
G28	G43	0.579548719916423
G40	G12	-0.579283105130888
G12	G40	-0.579283105130888
G21	G11	-0.577825584473675
G11	G21	-0.577825584473675
G75	G29	0.572484675940702
G29	G75	0.572484675940702
G45	G23	-0.570326656488576
G23	G45	-0.570326656488576
G84	G80	-0.569888941738643
G80	G84	-0.569888941738643
G76	G25	0.569603243283937
G25	G76	0.569603243283937
G79	G21	0.565971080077946
G21	G79	0.565971080077946
