Gene1	Gene2	EdgeWeight
G38	G89	1.30865712541967
G38	G89	1.30865712541967
G97	G89	1.0
G97	G89	1.0
G38	G63	0.933906743340465
G38	G63	0.933906743340465
G38	G25	0.881069881757411
G38	G25	0.881069881757411
G97	G25	0.726347653064245
G97	G25	0.726347653064245
G64	G63	0.627772719434619
G64	G63	0.627772719434619
G91	G63	0.598118737570394
G91	G63	0.598118737570394
G32	G89	0.587250604732281
G32	G89	0.587250604732281
G43	G63	0.575921006516369
G43	G63	0.575921006516369
G38	G46	0.5706440278109051
G38	G46	0.5706440278109051
G99	G89	0.5619709355803659
G99	G89	0.5619709355803659
G38	G21	0.5549455899376879
G38	G21	0.5549455899376879
G43	G89	0.5485398001423221
G43	G89	0.5485398001423221
G44	G76	0.5344978988279601
G44	G76	0.5344978988279601
G44	G51	0.5108018542979679
G44	G51	0.5108018542979679
G32	G25	0.509298128267674
G32	G25	0.509298128267674
G91	G89	0.48572408694801206
G91	G89	0.48572408694801206
G10	G63	0.47535825831712997
G10	G63	0.47535825831712997
G97	G46	0.47409554978452007
G97	G46	0.47409554978452007
G97	G63	0.46321148594724604
G97	G63	0.46321148594724604
G5	G63	0.46113321455563394
G5	G63	0.46113321455563394
G81	G89	0.431870832296187
G81	G89	0.431870832296187
G98	G63	0.416657900626742
G98	G63	0.416657900626742
G99	G25	0.408867131560051
G99	G25	0.408867131560051
G58	G63	0.39034433031958
G58	G63	0.39034433031958
G17	G89	0.3800170795873529
G17	G89	0.3800170795873529
G44	G61	0.37695437099186896
G44	G61	0.37695437099186896
G44	G30	0.36681266016578995
G44	G30	0.36681266016578995
G94	G89	0.365806121079562
G94	G89	0.365806121079562
G58	G89	0.36245172753435
G58	G89	0.36245172753435
G97	G21	0.353444932571224
G97	G21	0.353444932571224
G93	G63	0.351213767490215
G93	G63	0.351213767490215
G5	G89	0.34752118499893003
G5	G89	0.34752118499893003
G32	G46	0.342816256274036
G32	G46	0.342816256274036
G17	G63	0.33578721506444204
G17	G63	0.33578721506444204
G81	G25	0.31652414809254803
G81	G25	0.31652414809254803
G31	G63	0.30525894391949604
G31	G63	0.30525894391949604
G81	G63	0.298779116580544
G81	G63	0.298779116580544
G94	G25	0.296876220883531
G94	G25	0.296876220883531
G43	G25	0.29578753947009
G43	G25	0.29578753947009
G9	G63	0.291011434583981
G9	G63	0.291011434583981
G31	G89	0.28460423863636
G31	G89	0.28460423863636
G85	G63	0.283345611954861
G85	G63	0.283345611954861
G54	G89	0.28253991138251694
G54	G89	0.28253991138251694
G43	G21	0.280207983008042
G43	G21	0.280207983008042
G17	G25	0.279841923215107
G17	G25	0.279841923215107
G91	G21	0.27502450742106105
G91	G21	0.27502450742106105
G91	G25	0.260376195794654
G91	G25	0.260376195794654
G44	G25	0.25685175813618305
G44	G25	0.25685175813618305
G38	G51	0.253668189967174
G38	G51	0.253668189967174
G58	G25	0.25252758194257396
G58	G25	0.25252758194257396
G99	G46	0.250434742158791
G99	G46	0.250434742158791
G20	G89	0.24903952065793303
G20	G89	0.24903952065793303
G45	G89	0.244050339049481
