edge_name,op,inf,grnboost,genie3,grisli,grnvbem,leap,pidc,ppcor,scode,scribe,sincerities,singe,ss_cor,edge_exist
G23_G33,0.0023614920003935,0.0,1.021163804524972,0.0026428045527727,6954.0,0.361343,0.252409883099899,0.4997300420093721,0.0,0.729768609483065,0.0196167447379378,0.0,0.0,0.006807742097186323,0
G23_G58,0.0050288239779579,0.0,0.4704670396125911,0.0029264827173996,7345.0,0.374874,0.248883778417004,0.763526586722157,0.0,1.20297647011747,0.0594712486037543,3.3353653905349195e-36,0.0,0.0006346759098791817,0
G23_G69,0.0070248081195822,0.0,0.1598273732360015,0.0077254122042458,4249.0,0.45263,0.136162956207062,0.2428114710820646,0.0,0.0849935532793901,0.052662241739632,0.0,0.0,0.07668196752434284,0
G23_G67,0.014597833410422,0.0,2.498799266805328,0.013001306397038,2492.0,0.548259,0.212118768831258,1.4411149531622027,0.0,0.292044563074921,0.0271765590806191,0.0,0.0,0.059896609719201445,0
G23_G75,0.0081662916350686,0.0,0.0,0.0067674663218409,6449.0,0.40303,0.204596060764893,0.0557615983181943,0.0,0.378019297061981,0.0061535196708197,0.0,0.0,0.0736864402473397,0
G23_G61,0.0063588568619299,0.0,0.6934939600415769,0.0052193833782721,2652.0,0.41794,0.215369563372037,1.242692628911021,0.0,0.181091117803634,0.0957024599858974,0.0010547882512393,0.0,0.003744678111597947,0
G23_G76,0.0102738626613374,0.0,0.1333367817416396,0.0080118885605158,9018.0,0.969585,0.189147674020746,1.0775953942715335,0.0,0.425242827290725,0.0269019589248531,0.0034870518607781,0.0,0.05694042136895019,0
G23_G22,0.0022596064721523,0.0,0.7199126859034012,0.005841346953795,2178.0,0.365343,0.209199754304032,0.3277111070889759,0.25624300704518,0.028753759800103,0.0189624353019395,7.30448208022744e-38,0.0,0.007600476263413228,0
G23_G49,0.0106619824661633,0.0,0.5321109979231177,0.0094045900316227,5447.0,0.58614,0.14669657588439,0.6503392662650738,0.0,0.311512051665421,0.0880730270756354,0.0,0.0,0.005873681644798297,0
G23_G78,0.0091982210308776,0.0,0.0914547358026554,0.009915409045249,699.0,0.36035,0.189346616406955,0.9471185768300464,0.0,0.0167080555711923,0.010399762711064,0.0,0.0,0.08476542504058508,0
G23_G95,0.0074942122726188,0.0,0.0,0.0068160590726154,6373.0,0.426564,0.154998896161393,1.0373804516623348,0.0,0.129454433511238,0.0083092541937421,0.0,0.0,0.00046687751050871254,0
G23_G29,0.0055415885886576,0.0,1.463629366676945,0.0082744407958691,1480.0,0.357937,0.163237246281906,0.6554906110883643,0.0,0.0578336246869319,0.0022309332911197,0.0,0.0,0.10274208049691891,0
G23_G87,0.0048083590391168,0.0,0.005439498305072,0.0046463693623018,8792.0,0.444559,0.289022037750557,0.9703686997292882,0.0,1.05999354242182,0.0473182375100815,0.0,0.0,0.004402617730665183,0
G23_G7,0.0162527934287844,0.0,0.0803379251212426,0.0074660484815527,3522.0,0.469104,0.131486133665871,0.6610373873767416,0.0,0.537014031838895,0.0454807585846018,0.0,0.0,3.969510438140596e-05,0
G23_G64,0.0039945694258259,0.0,0.183725890567257,0.0035948557489965,5253.0,0.435033,0.164381796922922,0.2956714187245882,0.0,0.341745037319592,0.0731885090289752,0.0,0.0,0.000748289279477097,0
G23_G81,0.012454636223988,0.0,1.5233148312658558,0.0094100891864257,598.0,0.342404,0.1817479805242,1.5235229734216549,0.0,0.0223380289304081,0.0115303868329371,0.0,0.0,0.011450095466940771,0
G23_G72,0.0150990215802121,0.0,0.8087641757099958,0.0073264482956067,903.0,0.36435,0.139133281778419,0.266955588040081,0.246041241466267,0.104802085610273,0.0075192541143611,0.0,0.0,0.05249855321501984,0
G23_G3,0.0037944279841214,0.0,0.6426614961596561,0.0028670659643257,8200.0,0.44428,0.215432900078049,0.2209966166108543,0.0,2.44816921617182,0.0464007468089021,0.0,0.0,0.002658755292085681,0
G23_G98,0.0083687617399149,0.0,0.803326758026831,0.0161763886251609,5806.0,0.485058,0.156839164815286,0.95713993360297,0.0,0.435894138502656,0.040863411119893,2.9313946314777698e-36,0.0,0.034456463679956084,0
G23_G10,0.0153637528341262,0.0,2.053977401721347,0.0141727859641781,7920.0,0.359155,0.345260935041538,1.656510817682884,0.0,0.155419833635091,0.0132219808663104,0.0,0.0,0.000417387790842241,0
G23_G84,0.0205288221067411,0.0,4.52984662227388,0.0201685037908559,405.0,0.34619,0.137801308370362,1.802409688952482,0.0,0.103314263111171,0.0193312741629819,0.0005709695948261,0.0,0.01200781053899751,0
G23_G9,0.0178443870131855,0.0,2.656675648701092,0.0077917650651416,1958.0,0.362673,0.25420231295064,1.4268348693667543,0.0,0.0338125826962518,0.0094508048010384,0.0,0.0,0.0009010533050747124,0
G23_G59,0.0040298614484987,0.0,0.5499130411750914,0.0036385560383801,9851.0,0.546544,0.213376970966134,0.4001087140736798,0.0,3.24949960886814,0.0649731143340035,1.06016458367484e-35,0.0,0.0012460591549698428,0
G23_G63,0.0044659382544823,0.0,1.224302781220738,0.0051772595848502,6735.0,0.631658,0.212987572649352,1.182943197255915,0.0,1.24232220942413,0.138304206287333,1.85061401081072e-36,0.0,0.009574046091140452,0
G23_G89,0.0281868915716659,0.0,16.28086655244303,0.0536451452104384,9738.0,0.579699,0.582282336706872,1.8606479164005385,0.0,0.388572745066059,0.0403528856221466,0.0049283368680275,0.0,0.014480967415487565,0
G23_G27,0.00158162628313,0.0,0.6427053121919662,0.0035274738979181,8670.0,0.364606,0.205993041030386,1.0023044602872069,0.0,1.43191589968292,0.0493174231286138,0.0589880464505108,0.0,0.02032126153872579,0
G23_G44,0.0086203576276512,0.0,0.6793669148962316,0.0102372751156972,4468.0,0.415187,0.268215191619436,1.104628859126183,0.0,0.097419073274929,0.0143068459521085,0.0,0.0,7.209016460386656e-05,0
G23_G80,0.0069657537396885,0.0,0.0,0.009761628598934,8412.0,0.369121,0.140826635928192,0.7706637577133344,0.0,0.230710887417271,0.0289760889791092,0.0,0.0,0.008067582557282349,0
G23_G42,0.0131043136409249,0.0,0.5052498946636026,0.0087224604838791,4148.0,0.380119,0.205370929315051,0.4724896101559034,0.0,0.0662600939093368,0.0042394313105628,0.0,0.0,0.00949580702825937,0
G23_G90,0.0437414169924981,0.0,8.747317330859996,0.0396399967527246,305.0,0.341767,0.418112705526471,1.7063730093302414,0.0,0.0051079325002057,0.0194320479186184,0.0084558009993701,0.0,0.016788507697192735,0
G23_G45,0.009487047560278,0.0,1.242437369539322,0.0119001832486106,6929.0,0.364198,0.154510358012549,1.6648969361612722,0.0,0.717528546852371,0.0584236852391147,0.0065183645225995,0.0,0.005480396912459226,0
G23_G55,0.0025211117983114,0.0,0.1895714569279672,0.0019471143190986,4204.0,0.540333,0.330202679075273,0.0934597019084639,0.0,0.272276965394013,0.0738611100620997,2.5070793330484895e-36,0.0,0.01083519068072437,0
G23_G24,0.009291851593586,0.0,0.2284695986165919,0.0098121101513337,6245.0,0.897118,0.14414811804227,0.6532527099225962,0.0,0.352785955834919,0.0253529844134348,0.0,0.0,0.01041985257618853,0
G23_G37,0.0047155682599215,0.0,2.817891268481435,0.0155166211230585,1237.0,0.411021,0.237786173288287,1.6516973879533134,0.0,0.0726199792502211,0.0434495350274925,0.0,0.0,0.0014401956132796137,0
G23_G62,0.0073123421922466,0.0,2.160667984364127,0.0099376642012684,6513.0,0.401855,0.218769656745222,1.5783492413875453,0.0,0.782866613157224,0.0289606850400363,0.0004191685432699,0.0,0.01479535127734848,0
G23_G51,0.0077252485557706,0.0,6.49785862206052,0.0154256814736394,3635.0,0.382549,0.330492549791168,1.4090337288382653,0.0,0.302832432289447,0.028375892945902,0.081232971273648,0.0,0.013660960443086066,0
G23_G71,0.0068120419933249,0.0,0.3785037691038795,0.0096900496702717,1003.0,0.345624,0.181507708384147,1.279900177621792,0.0,0.107821321482077,0.0592796904351047,0.0,0.0,0.07902389824995104,0
G23_G53,0.0176978053527544,0.0,0.0912873273861741,0.0119373995988144,4215.0,0.674381,0.176541345734598,1.8744196567890827,0.0,0.0534734263073647,0.0422106866109932,0.0,0.0,0.009377641769774568,0
G23_G60,0.0041476647773614,0.0,0.2848009753467162,0.0017146969410396,6906.0,0.829512,0.272768184484865,1.0373331283413862,0.0,1.67018657727062,0.0259857025195169,3.3025847843768195e-36,0.0,0.003622503056517705,0
G23_G30,0.0059898645616283,0.0,0.1239429459230375,0.0032448465358282,2027.0,0.689937,0.188964444716243,0.2268102228124523,0.0,0.0420146763465382,0.0478934366238011,0.0,0.0,0.018503601236102247,0
G23_G11,0.0277727477552323,0.0,5.163893894311635,0.0269495440646921,5344.0,0.737915,0.472625147223114,1.788329467347822,0.0,0.367323870700444,0.0335313573978914,0.0,0.0,0.0007221373646435279,0
G23_G18,0.0089607478925069,0.0,0.0,0.0074090541894807,6292.0,0.425289,0.141810382030216,0.9692491767988616,0.0,0.558747428824253,0.0514899593242598,0.0,0.0,0.0913326445015981,0
G23_G91,0.0094932706079972,0.0,1.125558992371119,0.0085329630737152,2058.0,0.530033,0.237647018176035,0.4817611416569487,0.0,0.316602035159704,0.0188188606462468,0.0059859775675285,0.0,0.02922144816089094,0
G23_G54,0.0117822922100133,0.0,0.1571958091413766,0.0097839143204474,4986.0,0.625445,0.204162623729259,0.6569326685983086,0.0,0.0944158848332962,0.0243471107530158,0.0,0.0,6.0148791473421234e-05,0
G23_G48,0.0033537688791273,0.0,0.7224378629708208,0.0033332646156932,6426.0,0.871601,0.253791574031379,0.9095147860972388,0.0,0.452441117652419,0.0465059106948869,0.0651995411445338,0.0,0.02617223198824768,0
G23_G74,0.0126142223244706,0.1934982998879695,0.0,0.0086578143862146,7353.0,0.376726,0.143508006902567,0.6481567720217042,0.0,0.167064761029759,0.0484543554292001,0.065574504449423,0.0,0.060733076264458875,0
G23_G68,0.0088362872615449,0.0,0.7934171487823499,0.0025543349443565,5204.0,0.998301,0.263337771270817,1.5262115624311066,0.0,1.46493209322077,0.0295068837468998,0.0030983559383423,0.0,0.07410753105840406,0
G23_G6,0.0194047059985515,0.0,11.548543805885558,0.0211458264310545,7211.0,0.675175,0.445207068535296,1.83671145025005,0.0,0.445908728848596,0.016473737901695,0.0,0.0,0.002128488759180674,0
G23_G8,0.0061581844402954,0.0,0.0,0.0073824058040959,4792.0,0.581578,0.132196445768748,0.2571230939967975,0.0,0.555104023181745,0.0026676565622061,0.0283609598166627,0.0,0.0005203302064556568,0
G23_G66,0.0048386664656984,0.0,1.1341070051657325,0.0049574375824104,7970.0,0.78351,0.198903399201108,0.0103972018755808,0.0,2.60507141730784,0.063948383339025,0.0622057849173085,0.0,0.0027376453890391407,0
G23_G96,0.0042913338340422,0.0,0.1251124977521173,0.0070386738859981,3959.0,0.358967,0.17290661601271,0.194336561715508,0.0,0.152598958487342,0.0299893036845276,0.0435741941601771,0.0,0.0008910799795268535,0
G23_G26,0.0097324643652857,0.1940289706951787,2.491054311839586,0.0129121221481386,1581.0,0.34231,0.287169482245897,1.6279736643605738,0.0,0.0179797162306937,0.0084257950260844,0.0,0.0,0.0927769613367429,0
G23_G46,0.0094178082395963,0.0,0.1674366595958453,0.0076389201951937,6362.0,0.440339,0.173810171918963,0.6225696728168122,0.0,0.336589451384124,0.0077319625211898,0.0,0.0,0.015646743709421845,0
G23_G52,0.0018058393097532,0.0,0.1789411720326469,0.0020959071819281,2252.0,0.355674,0.246979426727746,0.6467191993686726,0.0,0.196162327711407,0.0022113762455189,0.0,0.0,0.006304827873473003,0
G23_G25,0.006454298839156,0.0,0.0,0.0095656014179752,1681.0,0.358829,0.184371334235579,0.1544608410148151,0.0,0.14406102834127,0.0230612291415504,0.0,0.0,0.7161444993217951,1
G23_G40,0.0092065089544756,0.0,0.1573251000667974,0.0100279407712222,4072.0,0.531422,0.172589301360941,0.9418888980470278,0.0,0.363700134720973,0.0539512701263138,0.0,0.0,0.00041088893412033803,0
G23_G97,0.0106300170863004,0.0,1.5316841738046916,0.0086963687944942,121.0,0.351671,0.281790510317217,1.513010289509615,0.0,0.047142630419475,0.0133303588008614,0.0108062967976309,0.0,0.05211976384236388,0
G23_G83,0.0088523932838281,0.0,0.0,0.0073637412005319,4695.0,0.894503,0.212962599448503,0.2316105130369057,0.0,0.516432487942998,0.0369110890472415,0.0,0.0,0.022186594413238732,0
G23_G65,0.0062475343447598,0.0,2.911339721674646,0.0035439728219666,7944.0,0.951863,0.242445033949837,1.3967265312443735,0.0,2.03597840161268,0.0469826065269062,0.0034914666512055,0.0,9.190792719587946e-06,0
G23_G2,0.0034433837861852,0.0,1.927544132850292,0.0015171083540979,2841.0,0.484949,0.366405278944832,1.3059405415632526,0.0,0.744689475832044,0.0026748159142694,0.0,0.0,0.1191914422594751,0
G23_G36,0.006591251845834,0.0,1.0729082201177709,0.0078524922475488,1317.0,0.367185,0.167882205429257,0.4905244081782118,0.0,0.212450085628325,0.0163421731643005,0.0,0.0,0.020240565718216676,0
G23_G35,0.0065403862345544,0.0,0.0,0.0065813860756052,6822.0,0.459404,0.222891963622734,0.5320483495862265,0.0,0.70345687086682,0.063055994738378,1.4935514699414498e-36,0.0,0.01025087481113451,0
G23_G92,0.0080791907485858,0.0,0.5279857595971474,0.0048050318257381,8983.0,0.907703,0.181043279915222,0.8161888277407544,0.0,0.646903297763145,0.0293403125638993,0.0037584582653523,0.0,0.024474604786726327,0
G23_G12,0.0258155176512384,0.0,8.393322451095074,0.0268986184796905,7255.0,0.505255,0.48578323278094,1.8220531209299835,0.0,0.230391349446964,0.0587535764736375,2.67238787476081e-37,0.0,0.0012781682816592603,0
G23_G21,0.0101373173356423,0.0,0.1287209238963705,0.0085630917767422,4509.0,0.451186,0.171142749452505,1.0464784033159038,0.0,0.421069381278859,0.0303835647786624,0.168762261033612,0.0,0.1099356948901442,1
G23_G73,0.0095528410209502,0.0,1.92906672605553,0.0140012822118268,805.0,0.354458,0.140530457542333,0.7152975114591842,0.0,0.0202748412691029,0.0728216914498875,0.111670094903434,0.0,0.06617687673934686,0
G23_G14,0.035172160731024,0.0,6.327315571526055,0.0279539575283278,9248.0,0.403993,0.49672676799527,1.9271159386474976,0.0,1.42735821942904,0.0526096241127366,0.0,0.0,0.004404679694749037,0
G23_G34,0.0072338000815654,0.0,0.2714187782825574,0.005862757149303,8350.0,0.687593,0.200407556729694,0.8382469268832562,0.0,0.361011341676932,0.0131355731662362,0.0,0.0,0.10173631191849675,0
G23_G28,0.0062108730845355,0.0,6.557606002869681e-06,0.0091180908039621,4265.0,0.488959,0.127859721925245,1.3228535200702365,0.0,0.620856800707703,0.009003462338707,0.0,0.0,0.09043380764944989,0
G23_G19,0.0045887536607969,0.0,0.4238503059336088,0.0052930899178338,1839.0,0.365681,0.262965598336463,1.209681503233586,0.0,0.0252694722224406,0.0161208136462551,0.0061726357832289,0.0,0.09302252640909818,0
G23_G57,0.0056476417501179,0.0,0.9982152402623382,0.0025674498521879,6273.0,0.45527,0.234485147955651,0.188061199352694,0.0,1.16887489419323,0.0471732603107933,0.0,0.0,0.01908405450828556,0
G23_G100,0.0040584232110481,0.0,1.0369425632170095,0.0046426601238784,38.0,0.782058,0.303663489696601,0.8002083887306202,0.0,0.335979270566999,0.0045930682089398,0.0,0.0,0.06246861234397766,0
G23_G50,0.0026100827848034,0.0,0.3000282955603601,0.0034688622449609,7091.0,0.718941,0.372443612799462,0.610717682562042,0.0,0.310088698023736,0.0043297537089935,0.0,0.0,0.0006915397521954291,0
G23_G94,0.0036590915735242,0.0,0.2581484097346264,0.0039853416476793,3326.0,0.52544,0.291274027740121,1.1096692781968511,0.0,0.629428265310718,0.0476343107244737,0.0,0.0,0.010909924258093218,0
G23_G13,0.0214420599524648,0.0,3.265436440322036,0.0149409371137636,5954.0,0.475921,0.40041986373753,1.50078518868595,0.0,0.279865546387847,0.0849374470652624,0.0,0.0,0.005517424444182794,0
G23_G88,0.0393918371295783,0.0,19.88177736782779,0.0659933997306798,9306.0,0.665773,0.507221919572062,1.9315244142275008,0.0,0.588845896707111,0.0746472357209681,0.0,0.0,0.00016329875555477115,0
G23_G56,0.0031143179237853,0.0,0.4951520520111215,0.0021327377862112,8478.0,0.55105,0.224201812720189,1.047414950694198,0.0,2.99329485712711,0.179730589449471,0.0024448981674485,0.0,0.0023012978199091747,0
G23_G1,0.0060378259305844,0.0,0.386092830498593,0.004896754332217,8995.0,0.39398,0.214253132801154,0.3010712077711962,0.0,1.29973030904863,0.0685884879440044,0.0,0.0,0.0015045628662811675,0
G23_G15,0.0062173511017118,0.0,0.8329345387467341,0.0039523498510737,7623.0,0.428159,0.208916842584577,0.3298713451576531,0.2478135136055,2.10798753065074,0.0104384979373218,5.9032024394513296e-36,0.0,0.055079016622905465,0
G23_G4,0.0112776102745299,0.0,1.7651063785438754,0.0075881126614284,2520.0,0.358236,0.188691421420635,1.3131413258809643,0.0,0.644470489573258,0.0056203356987727,1.76224903155666e-36,0.0,0.06654555595874831,0
G23_G82,0.0229671324351783,0.0,9.34480802813164,0.0249881397052266,500.0,0.349354,0.204615949439688,1.8455323316426333,0.0,0.0736598030296725,0.0081234351786176,0.0,0.0,0.015868890368153084,0
G23_G77,0.007781746427551,0.0,0.1395030905180236,0.0011541770240933,5152.0,0.400143,0.241865835666668,1.0616777738211678,0.0,0.184410709283297,0.0022234175906148,0.0,0.0,0.009661644856778114,0
G23_G70,0.0054685920347087,0.0,0.65062392352048,0.0044554295737465,5478.0,0.926129,0.32857746137595,1.070448700942133,0.0,0.438918847198193,0.0690522427685257,0.0,0.0,0.003101843467431549,0
G69_G33,0.0025264422410206,0.0,0.3313162170909915,0.0018907044002737,5313.0,0.40789,0.172652065162812,1.2484165836904186,0.0,0.833312236964807,0.003900869977983,0.0,0.0,0.04298024211768048,0
G69_G58,0.0021173159727993,0.0,0.3260730195321955,0.0030874106105685,7517.0,0.679501,0.103421326925132,1.2155348076690606,0.0,1.29799306672352,0.0154108906061898,0.0,0.0,0.004055932662481475,0
G69_G69,0.0130238002200774,0.0,0.0,0.0,6876.0,0.414122,0.0,0.0,1.0,0.107587124223571,0.0,0.0,0.0,0.9999999999999989,0
G69_G67,0.0046860988146861,0.0,1.695567462796244,0.0100691483380001,1048.0,0.392891,0.168249796344669,1.861538234318676,0.0,0.330078208310449,0.031026595161944,0.0,0.0,0.8376397736197873,1
G69_G75,0.0070440201177266,0.0,0.0967418842513412,0.0069855243704596,5634.0,0.989206,0.1470144865559,0.5597876191453293,0.0,0.455537042085375,0.0321277636702923,0.0,0.0,0.919557499710366,1
G69_G61,0.0036102174981123,0.0,0.3652708725542116,0.0030294126702056,6415.0,0.745099,0.17559884074873,0.591605486880229,0.0,0.194919252254104,0.0519686362573188,0.0,0.0,0.03158147362121589,0
G69_G76,0.0224850646845069,0.1930069380294424,0.1822272819421662,0.0154743516424071,4907.0,0.938144,0.200486548561758,0.0947400842909576,0.0,0.461376065339293,0.0475289438614388,0.0,0.0,0.8845427718405813,1
G69_G22,0.0028700235337334,0.0,1.4179540938871644,0.0031789948726742,3053.0,0.396114,0.122653429649458,0.0690291337619865,0.0,0.0261339420213056,0.0417185388502393,0.0,0.0,0.0029101704175736012,0
G69_G49,0.0135024230595052,0.0,0.4336673367534846,0.0127611613763728,4300.0,0.761778,0.164288564163098,1.9383836880716565,0.0,0.372566007711685,0.0615888669480484,0.0046798024704528,0.0,0.08703671824156228,0
G69_G78,0.0112354658049725,0.0,0.2634939528896901,0.0098471550654897,653.0,0.393474,0.203976213743192,0.4661043487922658,0.244039057746206,0.0184290912162563,0.0202826433252596,0.0,0.0,0.9300850887366117,1
G69_G95,0.0115946543048362,0.0,1.079563754905053,0.0104291075434951,5286.0,0.53937,0.167307055936596,0.6343420789162435,0.254239861469694,0.144582784591269,0.0501445471915769,0.0,0.0,0.017617304772612013,0
G69_G29,0.0060476969120277,0.0,0.0376111436502175,0.0037781486296028,1435.0,0.38102,0.122683420014135,0.7339366725882042,0.0,0.0548034502745592,0.0096052974440191,0.0,0.0,0.8033401072270686,0
G69_G87,0.0172668867657456,0.0,0.1951222430740844,0.006674872402239,6208.0,0.63634,0.145968123684756,1.4491556570363264,0.0,1.19611307144284,0.0192952485747783,0.0,0.0,0.020441242176185755,0
G69_G7,0.0082508083891247,0.0,0.4298904641769525,0.0082065264239954,6484.0,0.439873,0.159100992136755,1.785597576604792,0.0,0.63477381502304,0.0521830408826773,0.0,0.0,0.012816551671988424,0
G69_G64,0.0042028831206328,0.0,0.1629147827685358,0.0024883340307258,7823.0,0.398102,0.175168982237854,0.7744353252042024,0.0,0.385838132990201,0.0160546339856985,0.284631485015678,0.0,0.011335095843089128,0
G69_G81,0.0246064022162536,0.0,2.1903505383602258,0.0126167530912175,552.0,0.37716,0.105399163791717,0.9814729489317064,0.0,0.0263894787358473,0.0361373233339922,0.0,0.0,0.024212127316360472,0
G69_G72,0.0118063822127603,0.0,3.177825912455296,0.0126802001854161,859.0,0.405733,0.178060715404285,1.547626723798019,0.0,0.119914331030555,0.0032363931384647,0.0,0.0,0.8885067494754001,1
G69_G3,0.0046754701217369,0.0,0.7150433277959138,0.0037192304738427,8962.0,0.522989,0.10891534927194,0.8310934908094076,0.0,2.74253395471851,0.0410490548258409,0.0,0.0,0.007667044871043847,0
G69_G98,0.0106775423593999,0.0,0.5156584881265973,0.0147022310275133,6759.0,0.437085,0.148736214481907,1.4183714603467554,0.0,0.487082336768524,0.0117925566264243,0.0,0.0,0.031058238807182458,0
G69_G10,0.0068426221935777,0.0,0.2036586434863624,0.0063463246991368,7210.0,0.439251,0.123115564668805,0.2237578379194682,0.0,0.170712450559011,0.0505924881298336,0.122512966720628,0.0,0.014881717768979907,0
G69_G84,0.005585296734042,0.0,0.4759791314169278,0.0053461699072189,359.0,0.382197,0.225414003326557,1.4520651306276524,0.0,0.118978829087452,0.0029614011539834,0.0,0.0,0.02698882073883355,0
G69_G9,0.0041396397509711,0.0,0.2161169493094421,0.0044599772334102,1918.0,0.395104,0.136476322785631,0.5540313740140039,0.0,0.0341332731892858,0.0133051147912769,0.0,0.0,0.02106131144880978,0
