edge_name,op,inf,grnboost,genie3,grisli,grnvbem,leap,pidc,ppcor,scode,scribe,sincerities,singe,ss_cor,edge_exist
G72_G33,0.0054197391836192,0.0,0.6655841461424915,0.0067890570695314,645.0,0.418003,0.252634705026686,1.1387634752583085,0.0,0.0580580655334078,0.0369909396942459,0.0,0.0,0.0008598992353233933,0
G72_G23,0.0537727567600707,0.9874553021865292,28.91351592900181,0.068088377849702,9355.0,0.398003,0.649784489397506,1.927718552480365,0.0,0.482534771165114,0.0009397664937437,0.0,0.0,0.6009420352873526,1
G72_G69,0.0123995916987112,0.1918439924184692,4.150467794184723,0.0218371186986116,5178.0,0.564456,0.280699961524994,1.7191569847778334,0.0,0.358479003528458,0.0212876232070673,0.0,0.0,0.2225977017530263,0
G72_G58,0.0023860206661613,0.0,1.2796317695447783,0.0023763100328446,6323.0,0.461701,0.254185452792044,0.7622627666771653,0.0,0.769903879155378,0.075925553501822,0.0388791685086659,0.0,0.18688671592894943,0
G72_G67,0.0056605065454191,0.0,0.5586494469723297,0.0053460691858149,3063.0,0.398746,0.178547040547936,0.1618753534508086,0.0,0.289056007364881,0.0101560853384243,0.0020449866528267,0.0,0.23894880444205058,0
G72_G75,0.0085367874466597,0.0,3.549133934751872,0.0104054348085801,2304.0,0.557286,0.245543934813266,0.5961631529214786,0.0,0.470919233568858,0.0011238306156285,0.0,0.0,0.3664005169161398,0
G72_G61,0.0020860911155428,0.0,1.4744498562681074,0.0027143382759343,9870.0,0.396192,0.291510879574991,1.238032475054934,0.0,0.84123974083009,0.0752212309917271,2.8151848484828896e-36,0.0,0.00861064904655183,0
G72_G76,0.0748746395140327,0.0,16.933434185534235,0.0327502241059947,9732.0,0.421505,0.360568430992468,1.8746808991273816,0.0,0.0995266447714589,0.0852818024401821,1.59172877507153e-36,0.0,0.8264658696393815,1
G72_G22,0.0026242607219097,0.0,1.975779001354565,0.0078521398837526,4842.0,0.559054,0.469799446041765,1.4758723458800334,0.0,0.981867742837317,0.0354583321422171,1.8959430077356098e-36,0.0,0.15486924358535573,0
G72_G49,0.0027315887199987,0.0,0.6791761821667007,0.0077762715967019,5048.0,0.521977,0.245025546829015,1.361229469073106,0.0,0.55982544945006,0.0978958453306233,0.0,0.0,0.10822557043546374,0
