G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
0.0636658	0.0087606	0.2625299	0.1429216	0.5393837	0.0089306	0.6653597	0.7870700	0.0202523	0.6680560	0.0392513	0.6628518	0.5770038	0.6090511	0.0071197	0.7119964	0.6151166	0.8559190	0.0293324	0.6648844	0.6271138	0.0621582	0.6942077	0.6023906	0.0200256	0.0050902	0.5199477	0.6677546	0.0445061	0.0763459	0.7292545	0.6345855	0.0427748	0.6789051	0.5987184	0.0555462	0.0168363	0.7029086	0.7159660	0.7091820	0.7003909	0.6499631	0.5756325	0.4354243	0.7295247	0.6113238	0.6048501	0.6326657	0.7927903	0.5375808	0.0331475	0.0288665	0.7695060	0.8242127	0.0000000	0.3504823	0.5003033	0.6593556	0.7249673	0.0000000	0.6554379	0.0482200	0.6993491	0.0536783	0.0106349	0.0326346	0.7674299	0.5313045	0.6463198	0.0051836	0.0337944	0.0469588	0.0408126	0.6081622	0.7108093	0.5787202	0.0526653	0.0646170	0.7499323	0.6930060	0.0079364	0.0553601	0.6392429	0.0505163	0.6500084	0.6623294	0.6243690	0.6925561	0.6402223	0.0008480	0.0782324	0.6384319	0.7984310	0.2092859	0.7033981	0.6754792	0.0461347	0.6149619	0.7046509	0.1548712
0.0772569	0.0148056	0.4451455	0.1422997	0.6630786	0.0121664	0.7074347	0.6490522	0.0255893	0.5826808	0.0230656	0.4690766	0.6786910	0.6461932	0.0111109	0.7994298	0.7218509	0.5562256	0.0359226	0.6612102	0.6142955	0.0652797	0.6942263	0.7485766	0.0348979	0.0131603	0.5682200	0.7634076	0.0291902	0.6581428	0.6351180	0.5908383	0.0972435	0.6751830	0.7776557	0.0476916	0.0362169	0.5911114	0.6176465	0.7289226	0.7064235	0.9105760	0.6306891	0.4630851	0.6680788	0.5611314	0.6334991	0.6879310	0.0228084	0.6856005	0.6993147	0.0269805	0.0422453	0.0570848	0.6436282	0.0626115	0.6953215	0.0935219	0.4523320	0.0268784	0.2378021	0.3843201	0.6233582	0.3579937	0.0726542	0.0574367	0.0729245	0.4871488	0.7859014	0.4069345	0.0030674	0.0211903	0.0066954	0.6905143	0.6254930	0.7367098	0.1130825	0.0282448	0.0000000	0.0029639	0.7056153	0.6434260	0.0042231	0.6536483	0.7544198	0.6059349	0.6140888	0.7492598	0.3785096	0.6138558	0.5901310	0.6686661	0.0000000	0.6946300	0.6717535	0.8025666	0.5759369	0.0067860	0.6244333	0.6923311
0.6576918	0.0000000	0.0162128	0.2564619	0.0000000	0.7508233	0.0915547	0.0283934	0.6750810	0.0198549	0.7114552	0.0207014	0.0893156	0.0187210	0.0009424	0.6814563	0.6671058	0.7291728	0.0172162	0.6616547	0.5668083	0.1001886	0.6811264	0.7700631	0.0393745	0.0068479	0.4464886	0.6606384	0.0318364	0.0793963	0.5501434	0.7532852	0.0511216	0.8133430	0.7421318	0.0714082	0.0075458	0.6142555	0.6954005	0.4522992	0.7740291	0.6519985	0.6624155	0.4786135	0.7235347	0.5928009	0.7140084	0.6526466	0.7901362	0.6119070	0.0343748	0.0238516	0.6672381	0.6960854	0.7504269	0.0847474	0.5765110	0.0753556	0.3992318	0.0446218	0.3286145	0.3826305	0.6636617	0.3112328	0.1322321	0.0219961	0.1139716	0.4480015	0.6403207	0.4625030	0.0241091	0.0248963	0.0393302	0.6507256	0.6918305	0.7226980	0.1100514	0.0454477	0.7256380	0.6780981	0.0177592	0.0618345	0.5188122	0.0398436	0.7679353	0.6930381	0.6770981	0.6032548	0.7250229	0.0001841	0.0871410	0.6201263	0.7414701	0.2071708	0.6935754	0.5575661	0.0467114	0.5306509	0.7266772	0.1139220
0.0054185	0.0000000	0.0241249	0.3063516	0.6407776	0.0075264	0.7048248	0.7252272	0.0255751	0.7238982	0.0305038	0.5931616	0.6497731	0.6383834	0.0019155	0.0000000	0.6681317	0.0093504	0.6325559	0.8870287	0.0024648	0.0608962	0.8241192	0.4922539	0.0308454	0.6210437	0.7181731	0.0715003	0.6514511	0.6564712	0.7434663	0.6617462	0.0481984	0.0668656	0.6598448	0.0548863	0.0251823	0.6526372	0.7197099	0.5969667	0.6988975	0.6015212	0.6752029	0.5937427	0.7983580	0.5293726	0.7772268	0.7123804	0.5960951	0.6753820	0.1239223	0.0452162	0.5839968	0.6504677	0.7094407	0.0356224	0.5685033	0.0881756	0.5889938	0.0200101	0.3238174	0.3676975	0.7159829	0.1765951	0.0578538	0.0387932	0.7911560	0.7104813	0.0372641	0.4881595	0.6483851	0.6045418	0.6989469	0.0028199	0.0339164	0.0443300	0.0772014	0.5761140	0.7010635	0.7737251	0.0144670	0.0835842	0.5855322	0.0703910	0.6797074	0.7716521	0.5505770	0.6368074	0.5449675	0.0007789	0.1042869	0.5680511	0.7730894	0.2664600	0.8610651	0.6351330	0.0254505	0.6050463	0.5509600	0.0907359
0.6693761	0.0123878	0.5110866	0.6076027	0.0000000	0.6853277	0.0401886	0.0290859	0.6948416	0.0423527	0.7366903	0.0097514	0.0377619	0.0198698	0.0105445	0.7222987	0.6913169	0.6618961	0.0379016	0.6705567	0.5290928	0.0487789	0.7217523	0.7126784	0.0312146	0.0370270	0.5142883	0.6677152	0.0402238	0.0312565	0.5572752	0.8505955	0.0786924	0.6638718	0.7606085	0.0401526	0.0082169	0.7352605	0.6695115	0.0984254	0.0000000	0.1901764	0.6725086	0.3712459	0.5980160	0.7827212	0.5951260	0.6555702	0.6554003	0.6572135	0.0331919	0.0182999	0.8078087	0.6451858	0.1199163	0.1322137	0.2787157	0.2947155	0.1767260	0.0628572	0.1166477	0.3851828	0.5700069	0.5563401	0.2478738	0.1508531	0.0959961	0.4534082	0.7206168	0.4850186	0.0190820	0.0319914	0.0356583	0.6721579	0.7707147	0.7013522	0.0929249	0.0392396	0.5817325	0.7908159	0.0134612	0.0332258	0.5632490	0.0156944	0.6970765	0.8164675	0.7281361	0.6784021	0.6508763	0.0004642	0.0995312	0.4557581	0.7064613	0.2359842	0.7621929	0.6901789	0.0576533	0.6385000	0.6604384	0.1059690
0.6358377	0.0403653	0.5235725	0.6126936	0.0000000	0.7315007	0.0740835	0.0509396	0.6593631	0.0320816	0.7169778	0.0160106	0.0723240	0.0325347	0.0263882	0.6708348	0.7671947	0.5614344	0.0371631	0.8591006	0.7146464	0.0565604	0.6792972	0.6790582	0.0407675	0.0067102	0.4547286	0.7157642	0.0439124	0.0626746	0.6548917	0.6684962	0.0668031	0.7728079	0.7221287	0.0626255	0.0149327	0.5904091	0.6708814	0.1161900	0.6577018	0.3561654	0.7720879	0.3969181	0.6740387	0.6318031	0.7158417	0.7783860	0.0000000	0.7561741	0.8155546	0.0117959	0.0432172	0.0376361	0.6248140	0.0523044	0.6224354	0.0876136	0.5075386	0.0341178	0.3392160	0.2974273	0.6576456	0.3261361	0.1200008	0.0612272	0.0729778	0.4043156	0.6834422	0.4474991	0.0143667	0.0275737	0.0251584	0.6576231	0.4784842	0.6211493	0.0816853	0.0257004	0.7366364	0.6131569	0.0049194	0.0407898	0.6209016	0.0268417	0.7311466	0.7359908	0.6981318	0.7168419	0.7554954	0.0028458	0.0978325	0.5072131	0.6033113	0.2276562	0.7499033	0.5914421	0.0569374	0.6285604	0.7504759	0.1070525
0.6617344	0.0182805	0.6023287	0.5986040	0.0000000	0.7670472	0.0892873	0.0269895	0.6531898	0.0323281	0.7505730	0.0501205	0.0327313	0.0721973	0.0418907	0.7028990	0.7296000	0.6483666	0.0307831	0.7188505	0.7152789	0.0699060	0.6220677	0.7253688	0.0533225	0.0218128	0.4600440	0.8766696	0.0353745	0.8026700	0.6720283	0.7552372	0.0567921	0.5888827	0.7237802	0.0651089	0.0153335	0.7986165	0.6957149	0.1237392	0.8269485	0.3174309	0.7086463	0.4516246	0.6796642	0.6699061	0.5469382	0.7354166	0.0091657	0.6784225	0.6080318	0.0336022	0.0344139	0.0750746	0.6777708	0.0905733	0.5570312	0.0880749	0.4735249	0.0723668	0.2724356	0.3925037	0.7113749	0.3602590	0.0888604	0.0362040	0.1034280	0.4284645	0.6338837	0.5138435	0.0059972	0.0411979	0.0261808	0.6463394	0.6600165	0.7443996	0.0757375	0.0325741	0.0000000	0.0030738	0.6782616	0.6017173	0.0142993	0.7866015	0.7712614	0.5742437	0.6184461	0.0129037	0.1043333	0.5080271	0.0640824	0.5832876	0.6658587	0.7138798	0.7545050	0.7403156	0.0510196	0.6821724	0.6865315	0.1175442
0.0965177	0.0144495	0.4873884	0.5201006	0.8690278	0.0131748	0.8527889	0.6927207	0.0151462	0.6390381	0.0336351	0.8362052	0.7337098	0.5618437	0.0020129	0.0000000	0.6438315	0.0134858	0.6356651	0.7123550	0.0006592	0.0502595	0.7294776	0.0290710	0.0261141	0.5549443	0.7455591	0.0629515	0.6438792	0.7127090	0.0000000	0.6833228	0.0438401	0.0585772	0.0063154	0.6723914	0.0018817	0.6519585	0.6187802	0.6495093	0.7003487	0.7436084	0.6681507	0.7124196	0.6687242	0.3492374	0.7413416	0.6650162	0.6608732	0.6614960	0.0526086	0.0386958	0.6554906	0.6047669	0.1418257	0.1586311	0.2199347	0.4707895	0.5080213	0.0501210	0.1187178	0.2137995	0.5765683	0.5242639	0.2559789	0.1046489	0.6622742	0.6756826	0.0147973	0.5710090	0.7359978	0.5789748	0.7359522	0.0040073	0.0154554	0.0571646	0.0861231	0.7056316	0.8073472	0.5524161	0.0095860	0.1173938	0.6533536	0.0797500	0.6097388	0.6672008	0.6387679	0.7030664	0.6052723	0.0023864	0.0658094	0.6868151	0.6967843	0.2727555	0.5985293	0.7517059	0.0493154	0.6673975	0.7317737	0.0840842
0.1228609	0.0291631	0.3722191	0.1014451	0.7523254	0.0031590	0.6912581	0.8316718	0.0092658	0.6629466	0.0189855	0.7318860	0.7534033	0.7144203	0.0243655	0.8101319	0.7138820	0.5826864	0.0165281	0.7388922	0.6191091	0.0866156	0.7001825	0.6834014	0.0555589	0.0398244	0.4919915	0.7222943	0.0361768	0.0942545	0.6792558	0.6293676	0.0657027	0.7337530	0.6685487	0.0625716	0.0340916	0.6592749	0.6397558	0.5322574	0.0000000	0.3107313	0.7199122	0.4249248	0.7466743	0.5875700	0.8307998	0.6884199	0.0000000	0.8270526	0.7522159	0.0420429	0.0571659	0.0333788	0.7550293	0.0765910	0.5990857	0.0870292	0.2678341	0.0741669	0.1941725	0.3622317	0.7197255	0.4802697	0.1431457	0.0403662	0.0846308	0.4676173	0.7466585	0.4451751	0.0191174	0.0387285	0.0332268	0.6084687	0.7437651	0.7242565	0.0756916	0.0526760	0.8744401	0.6504949	0.0103021	0.0676689	0.5758707	0.0310155	0.6691726	0.6545999	0.6091023	0.6448347	0.6115439	0.0031442	0.0733605	0.6261223	0.7734139	0.2935987	0.5885806	0.6755174	0.0354701	0.6399904	0.6536285	0.1116910
0.0882877	0.0295084	0.4624580	0.1634185	0.8043411	0.0043699	0.6316810	0.6848501	0.0218637	0.5742042	0.0198123	0.5715405	0.6762567	0.7102860	0.0259325	0.7884594	0.7811301	0.6610154	0.0279547	0.7778411	0.6568993	0.0637747	0.7780147	0.7154717	0.0374158	0.0138310	0.5798782	0.5971209	0.0276391	0.6562955	0.5894732	0.7665374	0.0579895	0.6866780	0.6839088	0.0650535	0.0070005	0.6105779	0.7013770	0.6668523	0.0000000	0.7684343	0.7421828	0.5181452	0.6766370	0.6980502	0.7464654	0.6539099	0.0060688	0.6070262	0.7518012	0.0142574	0.0230831	0.0493758	0.6971333	0.0533121	0.4379824	0.0827679	0.1350179	0.0425289	0.1874231	0.3747922	0.6304924	0.4785923	0.2170457	0.0986146	0.0895921	0.3818602	0.6520333	0.4761744	0.0098456	0.0315922	0.0236593	0.6151029	0.7858495	0.7197889	0.1036765	0.0823529	0.0000000	0.0124648	0.5862863	0.6396783	0.0117619	0.6341588	0.6546900	0.7696524	0.6996543	0.0094694	0.1182756	0.6119508	0.1075417	0.6556296	0.7046923	0.7198383	0.7860342	0.6690111	0.0306676	0.6799446	0.5513483	0.1711301
