Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G18	G62	0.396325598462046	1.13745245517099e-35
G62	G18	0.396325598462045	1.13745245517113e-35
G98	G75	0.281745590195718	4.20286815405196e-18
G75	G98	0.281745590195718	4.20286815405196e-18
G18	G20	0.274189228085537	3.42504179198485e-17
G20	G18	0.274189228085536	3.42504179198498e-17
G27	G34	0.258314223733841	2.27955055585326e-15
G34	G27	0.25831422373384	2.27955055585352e-15
G24	G25	0.248546921340874	2.62725704887173e-14
G25	G24	0.248546921340874	2.62725704887182e-14
G2	G98	0.242898117587311	1.0303179209906e-13
G98	G2	0.242898117587311	1.03031792099064e-13
G8	G6	0.242342720153628	1.17629629494597e-13
G6	G8	0.242342720153628	1.17629629494607e-13
G75	G71	0.220136779489526	1.79878139298311e-11
G71	G75	0.220136779489526	1.79878139298318e-11
G34	G75	0.216633561982119	3.7944817228055e-11
G75	G34	0.216633561982119	3.79448172280567e-11
G38	G40	0.213456136704965	7.38635554911744e-11
G40	G38	0.213456136704965	7.38635554911772e-11
G14	G13	0.212139572821248	9.70451574370132e-11
G13	G14	0.212139572821248	9.7045157437015e-11
G1	G7	0.207342398024507	2.58468197439672e-10
G7	G1	0.207342398024507	2.58468197439678e-10
G25	G57	0.206188178962034	3.26024169952976e-10
G57	G25	0.206188178962034	3.26024169952988e-10
G36	G15	0.19718005021947	1.90630277852296e-09
G15	G36	0.19718005021947	1.90630277852307e-09
G100	G62	0.195090169922678	2.83832759259864e-09
G62	G100	0.195090169922678	2.83832759259886e-09
G37	G34	0.189588427843248	7.92712457885555e-09
G34	G37	0.189588427843247	7.92712457885576e-09
G38	G48	0.182446067435784	2.87587617343139e-08
G48	G38	0.182446067435783	2.87587617343154e-08
G62	G91	0.18204309059456	3.08813761861258e-08
G91	G62	0.18204309059456	3.08813761861288e-08
G14	G15	0.17731932930246	7.0319663746303e-08
G15	G14	0.17731932930246	7.03196637463053e-08
G61	G16	0.176286703812076	8.3934719903442e-08
G16	G61	0.176286703812075	8.39347199034452e-08
G46	G17	0.174303105525662	1.17579169854737e-07
G17	G46	0.174303105525662	1.17579169854739e-07
G75	G88	0.170941164952943	2.06375099139529e-07
G88	G75	0.170941164952943	2.06375099139534e-07
G5	G27	0.165716019433171	4.84163016517782e-07
G27	G5	0.165716019433171	4.84163016517793e-07
G75	G100	0.165312161629235	5.16583905317226e-07
G100	G75	0.165312161629235	5.16583905317248e-07
G16	G34	0.163390410326568	7.0171271488011e-07
G34	G16	0.163390410326567	7.01712714880134e-07
G95	G2	0.159155730844719	1.36102841295651e-06
G2	G95	0.159155730844719	1.36102841295653e-06
