Parent	Type	Child	Weight	Probability	Score
G1	-	G1	-0.009333	0.423147	-0.013768
G2	-	G1	-0.064659	0.675906	-0.152357
G3	+	G1	0.009996	0.371203	0.012936
G4	-	G1	-0.025607	0.430429	-0.038424
G5	-	G1	-0.002843	0.480798	-0.004766
G6	-	G1	-0.023941	0.417080	-0.034810
G7	+	G1	0.036572	0.499405	0.063672
G8	+	G1	0.032755	0.482895	0.055142
G9	+	G1	0.011727	0.399062	0.016315
G10	+	G1	0.016833	0.479735	0.028152
G11	+	G1	0.003180	0.424925	0.004711
G12	-	G1	-0.000550	0.484124	-0.000929
G13	+	G1	0.032990	0.498469	0.057328
G14	-	G1	-0.004327	0.422736	-0.006377
G15	+	G1	0.003398	0.430558	0.005100
G16	-	G1	-0.003171	0.418978	-0.004632
G17	-	G1	-0.019948	0.425738	-0.029607
G18	+	G1	0.014370	0.422254	0.021154
G19	+	G1	0.086028	0.893256	0.267895
G20	+	G1	0.041964	0.529393	0.077447
G21	-	G1	-0.024288	0.466003	-0.039457
G22	-	G1	-0.027354	0.426933	-0.040713
G23	-	G1	-0.002643	0.418677	-0.003857
G24	-	G1	-0.009097	0.413070	-0.013100
G25	-	G1	-0.036038	0.504094	-0.063332
G26	+	G1	0.004726	0.411793	0.006785
G27	+	G1	0.006386	0.388785	0.008656
G28	-	G1	-0.086146	0.813252	-0.244236
G29	+	G1	0.008605	0.379376	0.011380
G30	+	G1	0.018673	0.482607	0.031417
G31	+	G1	0.009541	0.437560	0.014554
G32	-	G1	-0.004044	0.499428	-0.007041
G33	+	G1	0.003048	0.420620	0.004469
G34	-	G1	-0.013700	0.442129	-0.021117
G35	-	G1	-0.003635	0.499448	-0.006329
G36	+	G1	0.022056	0.477907	0.036747
G37	+	G1	0.044635	0.597167	0.092923
G38	+	G1	0.046777	0.491686	0.080180
G39	+	G1	0.003596	0.449491	0.005636
G40	+	G1	0.012495	0.427118	0.018605
G41	+	G1	0.020445	0.451437	0.032176
G42	+	G1	0.029668	0.501105	0.051829
G43	+	G1	0.013819	0.400133	0.019277
G44	-	G1	-0.032019	0.475332	-0.053058
