Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G50	G4	0.736602328477026	0.0062879479150977
G4	G50	0.736602328477026	0.00628794791509774
G22	G37	0.727650567587922	0.00730934599699626
G37	G22	0.727650567587922	0.00730934599699632
G7	G91	0.703825573919968	0.0106336776406688
G91	G7	0.703825573919968	0.0106336776406689
G50	G64	0.7022933476127	0.0108802951937196
G64	G50	0.702293347612699	0.0108802951937196
G36	G40	0.68576762316489	0.013817995258261
G40	G36	0.685767623164887	0.0138179952582614
G36	G4	0.682617327484427	0.0144384644893746
G4	G36	0.682617327484426	0.0144384644893747
G4	G22	0.675870316423374	0.0158361768446038
G22	G4	0.675870316423373	0.0158361768446041
G36	G48	0.648020540173427	0.0226764125836397
G48	G36	0.648020540173424	0.0226764125836405
G85	G36	0.643758880308844	0.0238865963920821
G36	G85	0.643758880308842	0.0238865963920827
G44	G50	0.636365474463668	0.0260963239590114
G50	G44	0.636365474463663	0.0260963239590129
G48	G93	0.636152437750583	0.0261621098033475
G93	G48	0.636152437750581	0.0261621098033481
G48	G30	0.631599286981674	0.0275969961110707
G30	G48	0.631599286981672	0.0275969961110715
G74	G4	0.628521981766098	0.0285984134133155
G4	G74	0.628521981766092	0.0285984134133174
G61	G13	0.625024476372999	0.0297680921633297
G13	G61	0.625024476372998	0.0297680921633298
G27	G70	0.622315483473489	0.030697443336695
G70	G27	0.622315483473486	0.0306974433366959
G74	G25	0.621096370958461	0.0311224071121606
G25	G74	0.621096370958458	0.0311224071121616
G1	G87	0.619545868887653	0.0316689756424111
G87	G1	0.61954586888765	0.0316689756424122
G74	G44	0.617511219474327	0.0323966254999184
G44	G74	0.617511219474326	0.0323966254999186
G93	G66	0.613603897002635	0.0338275092644389
G66	G93	0.613603897002634	0.0338275092644394
G93	G88	0.612933554693678	0.0340774640886631
G88	G93	0.612933554693677	0.0340774640886633
G63	G2	0.607332966000718	0.0362177155246994
G2	G63	0.607332966000716	0.0362177155247002
G37	G8	0.604708747652131	0.0372528627273459
G8	G37	0.60470874765213	0.0372528627273466
G50	G37	0.604501541894906	0.0373354853932883
G37	G50	0.604501541894903	0.0373354853932896
G25	G31	0.601119840084617	0.0387024627569542
G31	G25	0.601119840084616	0.0387024627569547
G29	G93	0.586606885822355	0.0449751883086909
G93	G29	0.586606885822353	0.0449751883086916
G41	G4	0.586153371977271	0.0451820718092473
G4	G41	0.586153371977269	0.0451820718092485
G64	G22	0.585183314256623	0.0456268469370147
G22	G64	0.585183314256622	0.0456268469370152
G1	G24	0.58499093703155	0.0457154185298396
G24	G1	0.584990937031547	0.045715418529841
G2	G65	0.583979848526632	0.0461829258061311
