Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G24	G23	0.391565697554014	7.11094174432702e-13
G23	G24	0.391565697554014	7.11094174432702e-13
G61	G38	0.294802562623504	1.12855889290593e-07
G38	G61	0.294802562623503	1.12855889290596e-07
G87	G100	0.288343088268881	2.18096867566489e-07
G100	G87	0.288343088268881	2.18096867566495e-07
G94	G95	0.25308343170975	6.00245814459942e-06
G95	G94	0.25308343170975	6.00245814459947e-06
G87	G59	0.232719006464606	3.30629517704822e-05
G59	G87	0.232719006464606	3.30629517704828e-05
G46	G51	0.231133762951206	3.75267054964352e-05
G51	G46	0.231133762951205	3.75267054964357e-05
G74	G33	0.219882253220434	8.99030574689033e-05
G33	G74	0.219882253220433	8.99030574689044e-05
G54	G46	0.203103383149226	0.00030522192594379
G46	G54	0.203103383149225	0.000305221925943798
G27	G82	0.201528608534166	0.000340661389897756
G82	G27	0.201528608534166	0.000340661389897757
G46	G86	0.200504843856359	0.000365716808079244
G86	G46	0.200504843856359	0.000365716808079249
G34	G49	0.197807001830521	0.000440192894074779
G49	G34	0.197807001830521	0.00044019289407478
G46	G36	0.19655771854888	0.000479252312002325
G36	G46	0.19655771854888	0.000479252312002338
G93	G94	0.194733373498644	0.000542098816954772
G94	G93	0.194733373498643	0.000542098816954779
G67	G46	0.192595137842469	0.000625452154046443
G46	G67	0.192595137842469	0.000625452154046443
G86	G56	0.192485180566327	0.000630043741862772
G56	G86	0.192485180566327	0.000630043741862772
G98	G79	0.190866084789781	0.000701368362751648
G79	G98	0.190866084789781	0.00070136836275165
G18	G51	0.189430637538748	0.000770773924067697
G51	G18	0.189430637538748	0.000770773924067705
G44	G31	0.188309897827347	0.000829315920289488
G31	G44	0.188309897827347	0.000829315920289508
G21	G39	0.187418069073111	0.000878804359251126
G39	G21	0.187418069073111	0.000878804359251134
G37	G47	0.184705227029625	0.0010465805055928
G47	G37	0.184705227029625	0.00104658050559281
G25	G88	0.184520710250458	0.00105900023051103
G88	G25	0.184520710250458	0.00105900023051104
G94	G16	0.183687775667287	0.00111677134836392
G16	G94	0.183687775667287	0.00111677134836392
G70	G51	0.183581833265651	0.00112432368147497
G51	G70	0.183581833265651	0.00112432368147497
G29	G35	0.183344558635761	0.00114140909004568
G35	G29	0.183344558635761	0.00114140909004569
G23	G13	0.179784769034212	0.00142811117815562
G13	G23	0.179784769034212	0.00142811117815563
G77	G55	0.17936205296064	0.00146622591303577
G55	G77	0.17936205296064	0.00146622591303577
G94	G81	0.179355074579951	0.00146686288244179
G81	G94	0.179355074579951	0.00146686288244179
G13	G99	0.178440448995992	0.00155257817533558
