Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.079393	0.981494	0.280794
G2	+	G1	0.022629	0.432417	0.035261
G3	+	G1	0.037263	0.757356	0.101694
G4	+	G1	0.062574	0.932267	0.210209
G5	+	G1	0.024818	0.377286	0.033740
G6	+	G1	0.034937	0.731179	0.092051
G7	-	G1	-0.011229	0.351482	-0.014222
G8	+	G1	0.006066	0.290795	0.006356
G9	-	G1	-0.008832	0.325880	-0.010371
G10	-	G1	-0.001464	0.381039	-0.002011
G11	+	G1	0.015112	0.379287	0.020655
G12	+	G1	0.015527	0.377813	0.021139
G13	+	G1	0.054853	0.829378	0.163932
G14	+	G1	0.012206	0.304252	0.013382
G15	+	G1	0.043726	0.640685	0.100948
G16	-	G1	-0.004812	0.304187	-0.005275
G17	+	G1	0.037847	0.765947	0.104460
G18	-	G1	-0.003747	0.290058	-0.003916
G19	+	G1	0.017996	0.358525	0.023249
G20	+	G1	0.013240	0.291669	0.013916
G21	+	G1	0.012661	0.396208	0.018076
G22	+	G1	0.001438	0.254923	0.001321
G23	+	G1	0.001066	0.290944	0.001117
G24	-	G1	-0.011719	0.266284	-0.011245
G25	-	G1	-0.007757	0.291072	-0.008136
G26	+	G1	0.016391	0.392631	0.023190
G27	-	G1	-0.031071	0.540437	-0.060508
G28	-	G1	-0.017144	0.408658	-0.025246
G29	-	G1	-0.003708	0.398839	-0.005329
G30	+	G1	0.021888	0.353839	0.027908
G31	-	G1	-0.055796	0.833558	-0.167591
G32	-	G1	-0.028306	0.558399	-0.056956
G33	-	G1	-0.014147	0.387407	-0.019750
G34	+	G1	0.023913	0.500287	0.043109
G35	-	G1	-0.018453	0.383763	-0.025518
G36	-	G1	-0.032832	0.505442	-0.059798
G37	+	G1	0.100127	0.999982	0.360794
G38	+	G1	0.001425	0.429184	0.002203
G39	+	G1	0.015890	0.304316	0.017425
G40	-	G1	-0.072391	0.919236	-0.239788
G41	-	G1	-0.005358	0.236392	-0.004564
G42	+	G1	0.004865	0.348313	0.006107
G43	+	G1	0.021068	0.407169	0.030912
G44	+	G1	0.013901	0.494142	0.024752
G45	-	G1	-0.017766	0.453434	-0.029028
G46	+	G1	0.003734	0.252588	0.003399
G47	+	G1	0.041435	0.670272	0.100076
G48	-	G1	-0.010177	0.392648	-0.014400
G49	-	G1	-0.001430	0.287767	-0.001483
G50	+	G1	0.110993	0.999982	0.399946
G51	+	G1	0.041028	0.616174	0.091095
G52	-	G1	-0.005637	0.268570	-0.005456
G53	+	G1	0.002481	0.315649	0.002822
G54	-	G1	-0.037171	0.613342	-0.082152
G55	-	G1	-0.026149	0.481494	-0.045369
G56	+	G1	0.024896	0.443939	0.039826
G57	+	G1	0.012330	0.247907	0.011014
G58	+	G1	0.024565	0.359318	0.031806
G59	+	G1	0.019908	0.509347	0.036540
G60	-	G1	-0.014496	0.300987	-0.015722
G61	+	G1	0.023392	0.466642	0.039334
G62	+	G1	0.062791	0.819780	0.185485
G63	+	G1	0.038840	0.607805	0.085066
G64	+	G1	0.051260	0.879755	0.162501
G65	+	G1	0.055380	0.816909	0.163020
G66	+	G1	0.018013	0.375532	0.024376
G67	+	G1	0.003601	0.328910	0.004268
G68	-	G1	-0.006910	0.457409	-0.011390
G69	-	G1	-0.022755	0.434521	-0.035630
G70	+	G1	0.106272	0.995946	0.381390
G71	+	G1	0.071284	0.995842	0.255800
G72	-	G1	-0.005987	0.291355	-0.006285
G73	+	G1	0.031631	0.541407	0.061709
G74	+	G1	0.005791	0.485961	0.010142
G75	-	G1	-0.013536	0.357476	-0.017436
G76	+	G1	0.008884	0.314050	0.010054
G77	-	G1	-0.009203	0.312530	-0.010364
G78	-	G1	-0.002880	0.341294	-0.003542
G79	+	G1	0.074079	0.949915	0.253569
G80	-	G1	-0.025079	0.381499	-0.034476
G81	+	G1	0.061078	0.954020	0.209969
G82	-	G1	-0.020422	0.430028	-0.031645
G83	-	G1	-0.036330	0.604958	-0.079197
G84	+	G1	0.006435	0.325265	0.007542
G85	+	G1	0.045813	0.771969	0.127439
G86	-	G1	-0.032555	0.556247	-0.065253
G87	+	G1	0.013028	0.210328	0.009874
G88	-	G1	-0.017396	0.285262	-0.017882
G89	+	G1	0.032327	0.414389	0.048272
G90	+	G1	0.092597	0.999888	0.333628
G91	-	G1	-0.017101	0.315152	-0.019421
G92	-	G1	-0.000452	0.243681	-0.000397
G93	-	G1	-0.006711	0.477026	-0.011536
G94	-	G1	-0.009549	0.336989	-0.011596
G95	+	G1	0.008224	0.468588	0.013887
G96	-	G1	-0.001486	0.332874	-0.001782
G97	-	G1	-0.012481	0.278310	-0.012516
G98	-	G1	-0.020932	0.379543	-0.028627
G99	+	G1	0.004139	0.489312	0.007298
G100	+	G1	0.110298	0.999990	0.397446
G1	-	G2	-0.007003	0.344467	-0.008693
G2	+	G2	0.007935	0.348702	0.009970
G3	-	G2	-0.026120	0.537564	-0.050596
G4	-	G2	-0.011072	0.331516	-0.013227
G5	-	G2	-0.031380	0.431111	-0.048749
G6	+	G2	0.002383	0.318445	0.002734
G7	+	G2	0.095456	0.999678	0.343856
G8	+	G2	0.014969	0.332268	0.017923
G9	-	G2	-0.000838	0.299380	-0.000904
G10	+	G2	0.039916	0.608300	0.087494
G11	+	G2	0.001077	0.331820	0.001287
G12	-	G2	-0.005142	0.338059	-0.006264
G13	-	G2	-0.023468	0.450713	-0.038115
G14	+	G2	0.009077	0.288950	0.009451
G15	-	G2	-0.051581	0.712109	-0.132357
G16	-	G2	-0.008149	0.304138	-0.008931
G17	+	G2	0.028820	0.600567	0.062370
G18	+	G2	0.000634	0.286792	0.000656
G19	-	G2	-0.001174	0.274648	-0.001162
G20	+	G2	0.013818	0.293066	0.014592
G21	-	G2	-0.039472	0.615703	-0.087574
G22	-	G2	-0.006209	0.252647	-0.005653
G23	+	G2	0.016839	0.368655	0.022370
G24	+	G2	0.015083	0.284306	0.015452
G25	+	G2	0.026138	0.487284	0.045896
G26	-	G2	-0.009728	0.331960	-0.011637
G27	-	G2	-0.010573	0.354927	-0.013522
G28	+	G2	0.088735	0.998491	0.319266
G29	-	G2	-0.049620	0.647433	-0.115763
G30	+	G2	0.004569	0.265855	0.004378
G31	+	G2	0.006810	0.295849	0.007260
G32	+	G2	0.066982	0.950166	0.229335
G33	+	G2	0.040333	0.814624	0.118395
G34	-	G2	-0.004062	0.378822	-0.005545
G35	-	G2	-0.050424	0.755141	-0.137210
G36	+	G2	0.011136	0.280783	0.011268
G37	+	G2	0.006535	0.281567	0.006630
G38	+	G2	0.014489	0.443058	0.023132
G39	+	G2	0.046304	0.836476	0.139569
G40	+	G2	0.020707	0.390141	0.029111
G41	+	G2	0.024057	0.413806	0.035872
G42	-	G2	-0.030050	0.462407	-0.050071
G43	+	G2	0.027894	0.508055	0.051067
G44	-	G2	-0.002341	0.481402	-0.004062
G45	+	G2	0.009703	0.419830	0.014678
G46	-	G2	-0.025088	0.455721	-0.041199
G47	+	G2	0.030402	0.498354	0.054596
G48	-	G2	-0.029017	0.515459	-0.053897
G49	-	G2	-0.001922	0.287680	-0.001992
G50	-	G2	-0.023860	0.490999	-0.042216
G51	-	G2	-0.033900	0.511280	-0.062456
G52	-	G2	-0.032524	0.582351	-0.068251
G53	+	G2	0.050273	0.819955	0.148540
G54	-	G2	-0.024280	0.410488	-0.035914
G55	+	G2	0.035223	0.654440	0.083063
G56	-	G2	-0.012032	0.291017	-0.012617
G57	-	G2	-0.016776	0.281136	-0.016995
G58	-	G2	-0.029798	0.398040	-0.042739
G59	-	G2	-0.001916	0.480317	-0.003317
G60	-	G2	-0.022798	0.399873	-0.032850
G61	-	G2	-0.018653	0.445987	-0.029977
G62	-	G2	-0.027965	0.446617	-0.045006
G63	-	G2	-0.004555	0.305154	-0.005008
G64	-	G2	-0.017540	0.406533	-0.025694
G65	-	G2	-0.029968	0.525162	-0.056712
G66	-	G2	-0.003154	0.290125	-0.003298
G67	+	G2	0.007402	0.323390	0.008625
G68	-	G2	-0.006660	0.456239	-0.010949
G69	+	G2	0.091889	0.986181	0.326540
G70	-	G2	-0.050542	0.664298	-0.120985
G71	+	G2	0.048429	0.910092	0.158821
G72	-	G2	-0.056142	0.855513	-0.173072
G73	+	G2	0.062438	0.881166	0.198254
G74	-	G2	-0.001905	0.483761	-0.003320
G75	+	G2	0.021251	0.421084	0.032245
G76	+	G2	0.004160	0.315057	0.004723
G77	+	G2	0.045285	0.835716	0.136373
G78	-	G2	-0.033813	0.638340	-0.077776
G79	+	G2	0.009854	0.423003	0.015020
G80	+	G2	0.020262	0.329811	0.024080
G81	+	G2	0.010738	0.320369	0.012397
G82	+	G2	0.094546	0.987062	0.336281
G83	+	G2	0.061749	0.978818	0.217794
G84	-	G2	-0.007776	0.329746	-0.009240
