Gene1	Gene2	Score
G32	G22	0.900368818412063
G22	G32	0.900368818412063
G90	G37	0.880039367987745
G37	G90	0.880039367987745
G79	G65	-0.795524540936844
G65	G79	-0.795524540936844
G79	G47	0.787920716871528
G47	G79	0.787920716871528
G83	G36	0.773943904814462
G36	G83	0.773943904814462
G79	G75	-0.772186484453486
G75	G79	-0.772186484453486
G50	G41	-0.760764700657059
G41	G50	-0.760764700657059
G82	G34	-0.755414061279956
G34	G82	-0.755414061279956
G89	G64	0.751498365873863
G64	G89	0.751498365873863
G65	G47	-0.746420250391771
G47	G65	-0.746420250391771
G36	G28	-0.743913036093008
G28	G36	-0.743913036093008
G81	G48	-0.727450575124537
G48	G81	-0.727450575124537
G92	G82	0.719833190599753
G82	G92	0.719833190599753
G64	G43	-0.713793433223373
G43	G64	-0.713793433223373
G75	G70	-0.706478901056611
G70	G75	-0.706478901056611
G83	G34	0.70094768664525
G34	G83	0.70094768664525
G44	G41	0.70005263356625
G41	G44	0.70005263356625
G83	G28	-0.693317655561782
G28	G83	-0.693317655561782
G75	G65	0.693019772049885
G65	G75	0.693019772049885
G79	G17	-0.691386943472465
G17	G79	-0.691386943472465
G94	G30	0.685193909521453
G30	G94	0.685193909521453
G47	G17	-0.684311895788259
G17	G47	-0.684311895788259
G7	G4	-0.684035546893264
G4	G7	-0.684035546893264
G36	G34	0.68395262344762
G34	G36	0.68395262344762
G34	G28	-0.679646682214111
G28	G34	-0.679646682214111
G44	G37	0.676421988465672
G37	G44	0.676421988465672
G10	G6	0.674516352272749
G6	G10	0.674516352272749
G58	G2	-0.671926448405954
G2	G58	-0.671926448405954
G74	G9	-0.670310901744092
G9	G74	-0.670310901744092
G75	G57	0.667240456734979
G57	G75	0.667240456734979
G57	G47	-0.66638737513465
G47	G57	-0.66638737513465
G40	G22	-0.664760580244244
G22	G40	-0.664760580244244
G80	G1	-0.660567468546676
G1	G80	-0.660567468546676
G10	G7	0.659111258571607
G7	G10	0.659111258571607
G65	G57	0.654931670682052
G57	G65	0.654931670682052
G72	G28	-0.647885832190057
G28	G72	-0.647885832190057
G97	G71	-0.645442672100863
G71	G97	-0.645442672100863
G24	G2	0.64233624020622
G2	G24	0.64233624020622
G95	G71	0.642234247569877
G71	G95	0.642234247569877
G8	G2	0.64092699108532
G2	G8	0.64092699108532
G75	G47	-0.640785796005417
G47	G75	-0.640785796005417
G75	G17	0.640393748772709
G17	G75	0.640393748772709
G79	G57	-0.637523033658615
G57	G79	-0.637523033658615
G23	G7	-0.636913891032416
G7	G23	-0.636913891032416
G82	G33	-0.634989439654505
G33	G82	-0.634989439654505
G90	G44	0.633545670861179
G44	G90	0.633545670861179
G72	G43	0.630393002899781
G43	G72	0.630393002899781
G96	G68	-0.625529458302715
G68	G96	-0.625529458302715
G65	G17	0.625355502834527
G17	G65	0.625355502834527
G56	G54	0.625344418449003
G54	G56	0.625344418449003
G69	G40	0.623965233706822
G40	G69	0.623965233706822
G12	G10	0.62063083209678
G10	G12	0.62063083209678
G71	G45	-0.616461934570208
G45	G71	-0.616461934570208
G71	G63	0.615950252106765
G63	G71	0.615950252106765
G40	G32	-0.61504127578124
G32	G40	-0.61504127578124
G78	G69	-0.606719895256405
G69	G78	-0.606719895256405
G54	G30	0.606539437227613
G30	G54	0.606539437227613
G50	G7	0.603177342034829
G76	G62	0.602417050012597
G62	G76	0.602417050012597
G100	G34	-0.601025773429987
G34	G100	-0.601025773429987
G10	G4	-0.597044432425339
G4	G10	-0.597044432425339
G100	G77	0.596848004162694
G77	G100	0.596848004162694
G33	G28	-0.596656240578331
G28	G33	-0.596656240578331
G66	G64	-0.594303091699171
G64	G66	-0.594303091699171
G87	G23	-0.591885943162859
G23	G87	-0.591885943162859
G94	G55	0.591411307437176
G55	G94	0.591411307437176
G73	G22	-0.59073614889454
G22	G73	-0.59073614889454
G87	G72	0.590454221397745
G72	G87	0.590454221397745
G79	G85	-0.590210573798363
G41	G2	-0.588678878712589
G2	G41	-0.588678878712589
G64	G61	0.588473193346516
G61	G64	0.588473193346516
G89	G43	-0.584554863704631
G43	G89	-0.584554863704631
G54	G36	0.584282257741662
G36	G54	0.584282257741662
G72	G18	0.584103831617453
G18	G72	0.584103831617453
G82	G36	-0.582811960286913
G36	G82	-0.582811960286913
G95	G54	-0.581328727215098
G54	G95	-0.581328727215098
G82	G28	0.578017931583072
G28	G82	0.578017931583072
G90	G3	-0.574055275242275
G3	G90	-0.574055275242275
G69	G52	0.573969063902392
G52	G69	0.573969063902392
G69	G22	-0.573571917956892
G22	G69	-0.573571917956892
G92	G34	-0.573115184531388
G34	G92	-0.573115184531388
G94	G54	0.572410248624497
G54	G94	0.572410248624497
G41	G24	-0.571266793230251
G24	G41	-0.571266793230251
G86	G74	-0.571117289648631
G74	G86	-0.571117289648631
G47	G20	-0.568065828837339
G20	G47	-0.568065828837339
G90	G8	-0.567933574568146
G8	G90	-0.567933574568146
G78	G74	0.565766933002049
G74	G78	0.565766933002049
G72	G64	-0.565447903170216
G64	G72	-0.565447903170216
G16	G10	0.565062256394752
G10	G16	0.565062256394752
G72	G66	0.56485519380439
G66	G72	0.56485519380439
G37	G2	-0.562964293806044
G2	G37	-0.562964293806044
G90	G81	0.562819765882814
G16	G12	0.559715413720634
G12	G16	0.559715413720634
G81	G62	0.559553820062742
G62	G81	0.559553820062742
G37	G8	-0.556270372995469
G8	G37	-0.556270372995469
G43	G28	-0.556156263636543
G28	G43	-0.556156263636543
G77	G7	0.554066726292915
G7	G77	0.554066726292915
G69	G30	0.551959357733706
G30	G69	0.551959357733706
