Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G94	G86	0.501411305465427	1.29311536301806e-27
G86	G94	0.501411305465427	1.29311536301817e-27
G85	G100	0.472251049526455	2.82753892585917e-24
G100	G85	0.472251049526455	2.82753892585946e-24
G92	G82	0.449086754694432	7.67863328401932e-22
G82	G92	0.449086754694432	7.67863328401982e-22
G16	G23	0.266328470010283	4.04443509873635e-08
G23	G16	0.266328470010282	4.04443509873646e-08
G8	G33	0.261067948183978	7.59385715118817e-08
G33	G8	0.261067948183978	7.59385715118844e-08
G98	G5	0.241008401278666	7.41261728494756e-07
G5	G98	0.241008401278666	7.41261728494762e-07
G77	G13	0.225973501578873	3.60601445753589e-06
G13	G77	0.225973501578873	3.60601445753593e-06
G65	G23	0.186348513032071	0.000142180142398986
G23	G65	0.186348513032071	0.000142180142398986
G30	G76	0.178852293505784	0.000263532255234386
G76	G30	0.178852293505784	0.000263532255234388
G9	G24	0.178058203067516	0.00028093580853034
G24	G9	0.178058203067516	0.000280935808530342
G78	G4	0.176007693044311	0.000330964116344358
G4	G78	0.176007693044311	0.000330964116344361
G9	G76	0.17592377882792	0.000333178489355219
G76	G9	0.17592377882792	0.000333178489355226
G99	G44	0.170062724099687	0.000526901517794708
G44	G99	0.170062724099687	0.000526901517794708
G45	G43	0.168183120817633	0.00060844813119121
G43	G45	0.168183120817633	0.000608448131191213
G95	G37	0.165376250418889	0.00075221573607621
G37	G95	0.165376250418889	0.000752215736076214
G6	G16	0.164887260911776	0.000780267084954019
G16	G6	0.164887260911775	0.000780267084954055
G86	G95	0.164824912193759	0.000783912509403093
G95	G86	0.164824912193759	0.000783912509403105
G78	G24	0.163985251559204	0.000834565131446158
G24	G78	0.163985251559204	0.000834565131446158
G68	G100	0.163838754037051	0.000843706575158564
G100	G68	0.163838754037051	0.000843706575158566
G73	G37	0.163726864749163	0.000850750692822282
G37	G73	0.163726864749163	0.000850750692822282
G45	G32	0.161850340613616	0.000977286360447912
G32	G45	0.161850340613616	0.000977286360447916
G8	G60	0.158945595358148	0.0012077521055668
G60	G8	0.158945595358148	0.0012077521055668
G60	G46	0.157895673119648	0.00130268601227666
G46	G60	0.157895673119648	0.00130268601227666
G98	G81	0.155496338175173	0.00154593546756296
G81	G98	0.155496338175173	0.00154593546756297
G100	G51	0.154507567658075	0.00165779362315669
G51	G100	0.154507567658075	0.00165779362315669
G35	G87	0.15447621563871	0.00166145884438537
G87	G35	0.15447621563871	0.00166145884438538
G37	G51	0.153746433827475	0.00174890128426447
G51	G37	0.153746433827475	0.00174890128426449
G36	G69	0.153539276896476	0.00177448000302438
