edge_name,op,inf,grnboost,genie3,grisli,grnvbem,leap,pidc,ppcor,scode,scribe,sincerities,ss_cor,ss_ranked,edge_exist
malT_malK,0.0208325866516517,0.1928822839264763,5.980484051181459,0.0147698534508862,2810.0,0.561077,0.709414422667609,1.668827151927764,0.0,0.308337112370177,0.0308778056310762,0.0,0.8724409896482457,0.7183537263626251,1
malT_malT,0.0549793019013859,0.0,0.0,0.0,7713.0,0.561509,0.0,0.0,1.0,0.350925831333711,0.0,0.0,1.0,1.0,0
malT_malZ,0.0329223801090786,0.5948963629253031,14.243277557855755,0.0299767464013852,8236.0,0.430005,0.527019617719375,1.7461285238597484,0.0,0.439610465077616,0.0705354979724713,0.0,0.8817110775045388,0.800222469410456,1
malT_malP,0.0092498537978831,0.0,0.1267640655339876,0.0098723012322945,9080.0,0.516164,0.328935489735973,0.9592502159450126,0.0,0.233209578073565,0.0978977635542179,0.0,0.8813729830914762,0.7365962180200223,1
malT_lamB,0.0329312348078411,0.3868400469299961,3.687319828184815,0.0110209342364882,3147.0,0.448919,0.499881196242361,1.700594359569482,0.0,0.124704373515152,0.0713808080830277,1.19207267346297e-36,0.8443661512012269,0.7276974416017797,1
malT_malQ,0.0440126709715721,0.5835158388736801,13.540957697308798,0.0246445290638174,9493.0,0.373915,0.481461220173386,1.7066092643172297,0.0,0.267848420107124,0.0735126162462646,0.0,0.8797215662995144,0.8166852057842046,1
malT_malM,0.0299733634428137,0.198083691826359,2.134809313944197,0.0144036594436755,9828.0,0.4233,0.135482376676295,1.7004641207366364,0.0,0.504207747014531,0.066471586593267,0.0,0.9120605436659956,0.8304783092324804,1
malT_malF,0.0200089323252272,0.0,0.1974735145027113,0.009831181000005,5135.0,0.469389,0.560780243619896,1.574166489968492,0.0,0.254100957139247,0.0337094607152468,0.0,0.9071348879994521,0.8349276974416019,1
malT_malG,0.0091799504053664,0.0,1.4965630680191715,0.0125284651684722,3061.0,0.382349,0.440699242302456,1.3307551713363623,0.0,0.283606044803046,0.0350809353439607,4.37910603616379e-37,0.8927302263592167,0.8046718576195773,1
malT_malE,0.0131071652310942,0.0,4.76739375392491,0.018036626464125,1821.0,0.378955,0.618239466818658,1.7205952007727778,0.261218199813126,0.317868423606893,0.0225567334839587,1.48742834812491e-36,0.9002743293343317,0.6974416017797552,1
malT_malS,0.0174795003560809,0.0,1.173398238620394,0.0107122947856513,7197.0,0.719351,0.138495875776566,0.357612936667482,0.0,0.321288339006848,0.0263407080035415,0.0,0.9025473235556825,0.7432703003337041,1
malT_dgsA,0.0217048402279605,0.0,1.667149758176402,0.0130942036916431,5878.0,0.413924,0.307658266932597,1.7447268933026812,0.0,0.726527978919052,0.0341591886115228,3.00416845292689e-36,0.4437258268387007,0.3554418335678336,0
