Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G62	G44	0.418071688814639	4.50309832303666e-06
G44	G62	0.418071688814639	4.50309832303669e-06
G23	G77	0.414031322810495	5.68173844078615e-06
G77	G23	0.414031322810495	5.68173844078619e-06
G80	G78	0.412023694965201	6.37042536945125e-06
G78	G80	0.412023694965201	6.37042536945127e-06
G63	G44	0.402801516236539	1.06743551708041e-05
G44	G63	0.402801516236538	1.06743551708045e-05
G31	G64	0.350482301044658	0.000151593752153247
G64	G31	0.350482301044658	0.000151593752153252
G95	G31	0.347193273522477	0.000176487347031345
G31	G95	0.347193273522477	0.000176487347031345
G94	G64	0.326539790722952	0.0004416828541874
G64	G94	0.326539790722952	0.000441682854187404
G86	G38	0.32322190968561	0.000508806947100465
G38	G86	0.32322190968561	0.000508806947100469
G13	G55	0.31785969945913	0.000637368627053951
G55	G13	0.31785969945913	0.000637368627053952
G96	G38	0.316927700404904	0.000662540910058314
G38	G96	0.316927700404904	0.000662540910058314
G83	G78	0.315649238267335	0.000698554839437545
G78	G83	0.315649238267335	0.000698554839437545
G20	G31	0.31441882555937	0.00073490100056171
G31	G20	0.314418825559369	0.000734901000561727
G23	G28	0.313937680564416	0.000749579079432836
G28	G23	0.313937680564415	0.00074957907943285
G80	G81	0.310387176981849	0.000866473282667459
G81	G80	0.310387176981849	0.000866473282667463
G55	G81	0.309836292539855	0.000886035574718173
G81	G55	0.309836292539854	0.000886035574718203
G91	G86	0.303476587698905	0.00114301184925379
G86	G91	0.303476587698905	0.00114301184925379
G65	G95	0.299087649556286	0.0013581734315922
G95	G65	0.299087649556286	0.00135817343159221
G49	G24	0.295877572524128	0.00153819967299617
G24	G49	0.295877572524128	0.00153819967299618
G17	G10	0.294205392491051	0.00164032606704968
G10	G17	0.294205392491051	0.00164032606704968
G37	G42	0.292651575973469	0.00174069909437918
G42	G37	0.292651575973468	0.0017406990943792
G10	G62	0.290987431317796	0.00185434821093242
G62	G10	0.290987431317796	0.00185434821093243
G36	G78	0.288084336993604	0.00206880914195171
G78	G36	0.288084336993604	0.00206880914195172
G95	G99	0.287337699928248	0.00212747690927206
G99	G95	0.287337699928247	0.00212747690927207
G50	G57	0.282667285409132	0.00252987135220212
G57	G50	0.282667285409132	0.00252987135220215
G15	G12	0.28161092103989	0.00262990736982387
G12	G15	0.281610921039889	0.00262990736982391
G78	G55	0.281521970038185	0.00263849153573218
G55	G78	0.281521970038185	0.0026384915357322
G85	G7	0.281361409259919	0.00265405033323191
G7	G85	0.281361409259919	0.00265405033323192
G72	G8	0.28026836530098	0.00276218588180903
G8	G72	0.28026836530098	0.00276218588180904
