Gene1	Gene2	EdgeWeight
G37	G85	0.289254354859618
G37	G85	0.289254354859618
G85	G100	0.270663954719997
G85	G100	0.270663954719997
G37	G33	0.254212301298714
G37	G33	0.254212301298714
G46	G33	0.227123614756362
G46	G33	0.227123614756362
G45	G99	0.226645460350593
G45	G99	0.226645460350593
G54	G33	0.223367706609219
G54	G33	0.223367706609219
G79	G62	0.218550345321785
G79	G62	0.218550345321785
G29	G46	0.218434139452553
G29	G46	0.218434139452553
G51	G85	0.218001967558462
G51	G85	0.218001967558462
G51	G7	0.217310924990612
G51	G7	0.217310924990612
G92	G85	0.2172486958956
G92	G85	0.2172486958956
G97	G86	0.217235606008081
G97	G86	0.217235606008081
G51	G33	0.204257830187025
G51	G33	0.204257830187025
G37	G7	0.200365738301475
G37	G7	0.200365738301475
G51	G92	0.197735311905451
G51	G92	0.197735311905451
G45	G85	0.194518509692967
G45	G85	0.194518509692967
G46	G85	0.193064529537986
G46	G85	0.193064529537986
G62	G7	0.19206060963215
G62	G7	0.19206060963215
G47	G100	0.190531757460983
G47	G100	0.190531757460983
G79	G33	0.189549442075471
G79	G33	0.189549442075471
G19	G45	0.188205647436282
G19	G45	0.188205647436282
G19	G30	0.186722807169114
G19	G30	0.186722807169114
G97	G84	0.184945119288356
G97	G84	0.184945119288356
G46	G100	0.183611637660433
G46	G100	0.183611637660433
G54	G34	0.182420495431617
G54	G34	0.182420495431617
G95	G17	0.181409812372337
G95	G17	0.181409812372337
G19	G46	0.180977601064836
G19	G46	0.180977601064836
G37	G100	0.180251006303679
G37	G100	0.180251006303679
G95	G85	0.180057865445557
G95	G85	0.180057865445557
G16	G34	0.179911574480354
G16	G34	0.179911574480354
G47	G85	0.175859541530719
G47	G85	0.175859541530719
G33	G85	0.174474865560048
G33	G85	0.174474865560048
G97	G85	0.17403720951586
G97	G85	0.17403720951586
G27	G35	0.173836088041174
G27	G35	0.173836088041174
G45	G34	0.173820119850108
G45	G34	0.173820119850108
G92	G30	0.171222334662194
G92	G30	0.171222334662194
G29	G100	0.170662108477855
G29	G100	0.170662108477855
G53	G85	0.170350629608994
G53	G85	0.170350629608994
G65	G99	0.16971380928965
G65	G99	0.16971380928965
G99	G84	0.169706488778518
G99	G84	0.169706488778518
G39	G82	0.167548665743723
G39	G82	0.167548665743723
G54	G51	0.167075667655658
G54	G51	0.167075667655658
G30	G33	0.167042323816238
G30	G33	0.167042323816238
G79	G86	0.165168108867706
G79	G86	0.165168108867706
G34	G85	0.16483625932922
G34	G85	0.16483625932922
G19	G47	0.163856763714209
G19	G47	0.163856763714209
G65	G77	0.16368433468509
G65	G77	0.16368433468509
G53	G34	0.163553969913179
G53	G34	0.163553969913179
G33	G86	0.163353221830724
G33	G86	0.163353221830724
G29	G65	0.162777286964628
G29	G65	0.162777286964628
G45	G65	0.161652751754174
G45	G65	0.161652751754174
G82	G98	0.161583400170815
G82	G98	0.161583400170815
G95	G86	0.161332454556672
G95	G86	0.161332454556672
G39	G99	0.161271319765396
G39	G99	0.161271319765396
G54	G46	0.159837378176844
G54	G46	0.159837378176844
G34	G100	0.159337465282774
G34	G100	0.159337465282774
G46	G73	0.158986663379109
G46	G73	0.158986663379109
G51	G82	0.158689582674885
G51	G82	0.158689582674885
G64	G93	0.158401491672477
G64	G93	0.158401491672477
G92	G100	0.158204143104485
G92	G100	0.158204143104485
G39	G44	0.157517592689716
G39	G44	0.157517592689716
G51	G46	0.157469051045477
G51	G46	0.157469051045477
G54	G95	0.157377661050085
G54	G95	0.157377661050085
G92	G86	0.157040144041128
G92	G86	0.157040144041128
G19	G85	0.156654643788385
G19	G85	0.156654643788385
G51	G53	0.156516509644406
G51	G53	0.156516509644406
G51	G99	0.156196171853317
G51	G99	0.156196171853317
G39	G33	0.155678212241787
G39	G33	0.155678212241787
G61	G84	0.154789886396879
G61	G84	0.154789886396879
G53	G46	0.15409318230434
G53	G46	0.15409318230434
G23	G86	0.15405148655409
G23	G86	0.15405148655409
G44	G84	0.15369108746678
G44	G84	0.15369108746678
G29	G42	0.153345943495039
G29	G42	0.153345943495039
G64	G82	0.153306621422527
G64	G82	0.153306621422527
G81	G73	0.152413282393576
G81	G73	0.152413282393576
G49	G6	0.151956373455364
G49	G6	0.151956373455364
G65	G100	0.151868178390189
G65	G100	0.151868178390189
G7	G85	0.150193156484377
G7	G85	0.150193156484377
G28	G86	0.149641566455089
G28	G86	0.149641566455089
G44	G97	0.149526068447676
G44	G97	0.149526068447676
G54	G86	0.148946013683356
G54	G86	0.148946013683356
G79	G95	0.148931512546079
G79	G95	0.148931512546079
G79	G7	0.148734335808525
G79	G7	0.148734335808525
G28	G38	0.148515898066252
G28	G38	0.148515898066252
G29	G34	0.148490177223108
G29	G34	0.148490177223108
G81	G85	0.148339714593001
G81	G85	0.148339714593001
G55	G86	0.148173659874009
G55	G86	0.148173659874009
G84	G94	0.147615304171148
G84	G94	0.147615304171148
G30	G84	0.145709500546933
G30	G84	0.145709500546933
G23	G85	0.145528804663167
G23	G85	0.145528804663167
G4	G84	0.14549722264867
G4	G84	0.14549722264867
G19	G16	0.145309078349781
G19	G16	0.145309078349781
G54	G92	0.145307961778985
G54	G92	0.145307961778985
G53	G73	0.143757085954095
G53	G73	0.143757085954095
G92	G84	0.143671057365567
G92	G84	0.143671057365567
G77	G99	0.143499912013419
G77	G99	0.143499912013419
G67	G84	0.143397120139257
G67	G84	0.143397120139257
G29	G85	0.142336904942383
G29	G85	0.142336904942383
G47	G51	0.141821120231374
G47	G51	0.141821120231374
G38	G86	0.141494370163897
G38	G86	0.141494370163897
G24	G45	0.14107958697551
G24	G45	0.14107958697551
G79	G47	0.141032133759626
G79	G47	0.141032133759626
G52	G95	0.140756268120612
G52	G95	0.140756268120612
G61	G93	0.140525211697919
G61	G93	0.140525211697919
G100	G86	0.140408261793938
G100	G86	0.140408261793938
G46	G7	0.140320043388415
G46	G7	0.140320043388415
G51	G35	0.139938509341295
G51	G35	0.139938509341295
G24	G34	0.139927510154418
G24	G34	0.139927510154418
G78	G85	0.139893746490014
G78	G85	0.139893746490014
G51	G34	0.139570998290604
G51	G34	0.139570998290604
G31	G85	0.139226491481012
G31	G85	0.139226491481012
G86	G99	0.138993010872299
G86	G99	0.138993010872299
G80	G51	0.138627298971805
G80	G51	0.138627298971805
G52	G85	0.137987429357321
G52	G85	0.137987429357321
G45	G100	0.137578570772626
G45	G100	0.137578570772626
G91	G30	0.136983389112881
G91	G30	0.136983389112881
G24	G51	0.136927992019511
G24	G51	0.136927992019511
G55	G85	0.136628666827676
G55	G85	0.136628666827676
G85	G65	0.13642986491187
G85	G65	0.13642986491187
G39	G85	0.135750137337988
G39	G85	0.135750137337988
G6	G86	0.135641637078506
G6	G86	0.135641637078506
G85	G33	0.135532281849783
G85	G33	0.135532281849783
G30	G85	0.135289688184809
G30	G85	0.135289688184809
G28	G84	0.135216070719444
G28	G84	0.135216070719444
G29	G76	0.134771416573255
G29	G76	0.134771416573255
G92	G54	0.134770173384991
G92	G54	0.134770173384991
G52	G51	0.134732999927518
G52	G51	0.134732999927518
G73	G34	0.133986002847996
G73	G34	0.133986002847996
G16	G37	0.133257355112427
G16	G37	0.133257355112427
G64	G86	0.132703410303789
G64	G86	0.132703410303789
G46	G90	0.132669429572779
G46	G90	0.132669429572779
G54	G85	0.132381812072543
G54	G85	0.132381812072543
G65	G79	0.131847400782034
G65	G79	0.131847400782034
G79	G45	0.131702305259245
G79	G45	0.131702305259245
G60	G86	0.131652631612281
G60	G86	0.131652631612281
G29	G7	0.131225344830473
G29	G7	0.131225344830473
G33	G84	0.131087169157572
G33	G84	0.131087169157572
G65	G62	0.130985934097362
G65	G62	0.130985934097362
G80	G38	0.130895354712805
G80	G38	0.130895354712805
G54	G44	0.130786977862652
G54	G44	0.130786977862652
G46	G53	0.130528521531298
G46	G53	0.130528521531298
G74	G98	0.130481221638949
G74	G98	0.130481221638949
G51	G100	0.130249054540382
G51	G100	0.130249054540382
G39	G50	0.130129282695376
G39	G50	0.130129282695376
G33	G57	0.129523058542425
G33	G57	0.129523058542425
G79	G65	0.128741092318355
G79	G65	0.128741092318355
G73	G62	0.128131754961398
G73	G62	0.128131754961398
G46	G57	0.127934913215973
G46	G57	0.127934913215973
G62	G85	0.127857338081426
G62	G85	0.127857338081426
G73	G85	0.127846181206537
G73	G85	0.127846181206537
G23	G73	0.127814467174904
G23	G73	0.127814467174904
G17	G100	0.127790740458325
G17	G100	0.127790740458325
G46	G86	0.127711900706181
G46	G86	0.127711900706181
G37	G31	0.127275881357561
G37	G31	0.127275881357561
G79	G92	0.127271637034724
G79	G92	0.127271637034724
G85	G21	0.127169610390817
G85	G21	0.127169610390817
G33	G99	0.127130074229319
G33	G99	0.127130074229319
G76	G42	0.127006855890405
G76	G42	0.127006855890405
G91	G98	0.126984736981213
G91	G98	0.126984736981213
G19	G38	0.126965091266534
G19	G38	0.126965091266534
G49	G18	0.126760810784773
G49	G18	0.126760810784773
G17	G85	0.12624478728148
G17	G85	0.12624478728148
G79	G17	0.126228488057466
G79	G17	0.126228488057466
G50	G86	0.126155319175439
G50	G86	0.126155319175439
G95	G84	0.126086601785433
G95	G84	0.126086601785433
G86	G33	0.125916063781175
G86	G33	0.125916063781175
G92	G7	0.125824647007482
G92	G7	0.125824647007482
G55	G98	0.125360792807588
G55	G98	0.125360792807588
G7	G100	0.12501749492813
G7	G100	0.12501749492813
G77	G76	0.12446214005913
G77	G76	0.12446214005913
G100	G65	0.124309810933133
G100	G65	0.124309810933133
G38	G98	0.124275850129053
G38	G98	0.124275850129053
G55	G30	0.124269929634578
G55	G30	0.124269929634578
G82	G7	0.124188589474918
G82	G7	0.124188589474918
G83	G28	0.123960043837301
G83	G28	0.123960043837301
G80	G95	0.123725675690028
G80	G95	0.123725675690028
G78	G84	0.1236370307346
G78	G84	0.1236370307346
G37	G42	0.122595955560545
G37	G42	0.122595955560545
G46	G16	0.122433172273164
G46	G16	0.122433172273164
G84	G51	0.122431781607754
G84	G51	0.122431781607754
G14	G85	0.122243927810554
G14	G85	0.122243927810554
G73	G100	0.122242920251028
G73	G100	0.122242920251028
G44	G95	0.122193926119237
G44	G95	0.122193926119237
G78	G39	0.121998428244425
G78	G39	0.121998428244425
G51	G90	0.121756251835254
G51	G90	0.121756251835254
G13	G42	0.121659369094315
G13	G42	0.121659369094315
G74	G100	0.12151582965732
G74	G100	0.12151582965732
G29	G54	0.121492938839766
G29	G54	0.121492938839766
G50	G65	0.121480313894685
G50	G65	0.121480313894685
G52	G90	0.121410650506377
G52	G90	0.121410650506377
G92	G44	0.121214399204635
