Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G30	G2	0.399056103714098	3.49308448928787e-36
G2	G30	0.399056103714098	3.49308448928792e-36
G35	G9	0.251528554655592	1.25952469918218e-14
G9	G35	0.251528554655592	1.25952469918218e-14
G52	G88	0.216907374742532	3.58107205465605e-11
G88	G52	0.216907374742532	3.58107205465613e-11
G64	G10	0.201844629026006	7.71771594995549e-10
G10	G64	0.201844629026005	7.71771594995604e-10
G16	G15	0.197199311812943	1.89928341956332e-09
G15	G16	0.197199311812942	1.89928341956338e-09
G84	G5	0.190422279227231	6.7975282830177e-09
G5	G84	0.190422279227231	6.7975282830179e-09
G23	G96	0.177508448317735	6.80691942760315e-08
G96	G23	0.177508448317735	6.80691942760319e-08
G4	G2	0.173796219460227	1.28077340289848e-07
G2	G4	0.173796219460227	1.28077340289848e-07
G98	G95	0.168538119758196	3.06472238806571e-07
G95	G98	0.168538119758195	3.06472238806574e-07
G47	G78	0.164095199581673	6.2741362695408e-07
G78	G47	0.164095199581673	6.27413626954084e-07
G47	G35	0.163531086477997	6.86237062928193e-07
G35	G47	0.163531086477997	6.862370629282e-07
G22	G95	0.158628091111783	1.47637290216168e-06
G95	G22	0.158628091111783	1.47637290216169e-06
G88	G4	0.157886203379439	1.65453517322424e-06
G4	G88	0.157886203379439	1.65453517322426e-06
G9	G67	0.156384312660782	2.08041524500169e-06
G67	G9	0.156384312660782	2.08041524500172e-06
G58	G98	0.153647595530872	3.14069669581591e-06
G98	G58	0.153647595530872	3.14069669581593e-06
G9	G43	0.152917157282548	3.50146080954248e-06
G43	G9	0.152917157282548	3.50146080954248e-06
G57	G38	0.152418410892724	3.77023173983484e-06
G38	G57	0.152418410892724	3.77023173983484e-06
G38	G71	0.151963410391336	4.03256033247459e-06
G71	G38	0.151963410391336	4.03256033247468e-06
G10	G2	0.151048020372284	4.61419745782351e-06
G2	G10	0.151048020372284	4.61419745782367e-06
G64	G1	0.150395886517112	5.07661707122911e-06
G1	G64	0.150395886517112	5.07661707122912e-06
G32	G30	0.145556334997257	1.01853921202482e-05
G30	G32	0.145556334997256	1.01853921202484e-05
G96	G36	0.141562034846096	1.77996583920644e-05
G36	G96	0.141562034846096	1.77996583920644e-05
G51	G38	0.139034292385305	2.51482484201468e-05
G38	G51	0.139034292385305	2.51482484201471e-05
G20	G11	0.137430750050563	3.12172025753567e-05
G11	G20	0.137430750050563	3.12172025753576e-05
G82	G22	0.136394836354076	3.58507120294997e-05
G22	G82	0.136394836354076	3.58507120294999e-05
G13	G8	0.135161705124856	4.22166890440063e-05
G8	G13	0.135161705124856	4.22166890440067e-05
