Parent	Type	Child	Weight	Probability	Score
G1	+	G1	0.002241	0.441604	0.004216
G2	-	G1	-0.006917	0.412725	-0.012162
G3	+	G1	0.010564	0.437713	0.019698
G4	+	G1	0.044480	0.554346	0.105043
G5	+	G1	0.044739	0.653686	0.124587
G6	+	G1	0.004725	0.495099	0.009966
G7	-	G1	-0.033057	0.528475	-0.074423
G8	-	G1	-0.016359	0.459952	-0.032054
G9	+	G1	0.008119	0.439693	0.015207
G10	+	G1	0.015148	0.419671	0.027082
G11	+	G1	0.014569	0.503807	0.031269
G12	+	G1	0.025553	0.466007	0.050729
G13	+	G1	0.000342	0.496705	0.000723
G14	-	G1	-0.006255	0.461468	-0.012296
G15	+	G1	0.012355	0.488226	0.025697
G16	+	G1	0.003092	0.355508	0.004683
G17	+	G1	0.058539	0.696499	0.173693
G18	+	G1	0.010841	0.431892	0.019946
G19	+	G1	0.033025	0.522735	0.073543
G20	+	G1	0.005091	0.480491	0.010420
G21	-	G1	-0.013053	0.358155	-0.019916
G22	+	G1	0.013523	0.438952	0.025287
G23	-	G1	-0.016544	0.467522	-0.032949
G24	+	G1	0.025804	0.469826	0.051645
G25	+	G1	0.001432	0.475886	0.002904
G26	+	G1	0.034787	0.555254	0.082285
G27	+	G1	0.020142	0.429178	0.036827
G28	-	G1	-0.000936	0.362706	-0.001446
G29	-	G1	-0.007088	0.460728	-0.013913
G30	+	G1	0.047198	0.638320	0.128346
G31	+	G1	0.034558	0.512412	0.075436
G32	-	G1	-0.000964	0.496562	-0.002040
G33	+	G1	0.001151	0.423655	0.002078
G34	-	G1	-0.009495	0.452965	-0.018321
G35	-	G1	-0.015673	0.456616	-0.030487
G36	+	G1	0.008108	0.422094	0.014579
G37	+	G1	0.047028	0.691043	0.138446
G38	+	G1	0.018877	0.499351	0.040157
G39	-	G1	-0.020170	0.392484	-0.033724
G40	-	G1	-0.019879	0.355804	-0.030131
G41	+	G1	0.059598	0.578832	0.146960
G42	-	G1	-0.025122	0.430505	-0.046073
G43	-	G1	-0.002087	0.342474	-0.003045
G44	-	G1	-0.004766	0.389039	-0.007898
G45	-	G1	-0.018772	0.435136	-0.034797
G46	+	G1	0.041948	0.625486	0.111774
G47	+	G1	0.025704	0.515057	0.056398
G48	+	G1	0.005741	0.413545	0.010113
G49	+	G1	0.014066	0.406352	0.024350
G50	+	G1	0.019234	0.453562	0.037164
G51	-	G1	-0.037346	0.568889	-0.090509
G52	+	G1	0.012258	0.438288	0.022888
G53	+	G1	0.035782	0.523418	0.079787
G54	-	G1	-0.006058	0.469302	-0.012111
G55	-	G1	-0.006094	0.438711	-0.011390
G56	+	G1	0.013048	0.375914	0.020895
G57	-	G1	-0.003873	0.410278	-0.006769
G58	-	G1	-0.015307	0.446788	-0.029134
G59	-	G1	-0.010855	0.467137	-0.021601
G60	-	G1	-0.002274	0.460346	-0.004459
G61	+	G1	0.008009	0.480771	0.016402
G62	-	G1	-0.012152	0.457820	-0.023700
G63	-	G1	-0.004310	0.385963	-0.007087
G64	+	G1	0.008630	0.409554	0.015057
G65	-	G1	-0.037279	0.492248	-0.078174
G66	+	G1	0.067892	0.749261	0.216705
G67	+	G1	0.030205	0.526641	0.067765
G68	+	G1	0.008817	0.454219	0.017061
G69	+	G1	0.017016	0.477781	0.034634
G70	-	G1	-0.005597	0.499586	-0.011911
G71	+	G1	0.001338	0.466148	0.002658
G72	-	G1	-0.002567	0.496220	-0.005426
G73	-	G1	-0.008761	0.497196	-0.018556
G74	-	G1	-0.008864	0.461562	-0.017428
G75	+	G1	0.033087	0.499153	0.070357
G76	+	G1	0.017770	0.386681	0.029272
G77	-	G1	-0.021317	0.388991	-0.035326
G78	+	G1	0.006110	0.446308	0.011618
G79	-	G1	-0.005994	0.413373	-0.010555
G80	+	G1	0.022057	0.444126	0.041733
G81	+	G1	0.025689	0.476526	0.052149
G82	+	G1	0.011424	0.481195	0.023419
G83	-	G1	-0.009916	0.363729	-0.015364
G84	+	G1	0.013274	0.487716	0.027580
G85	-	G1	-0.022684	0.469249	-0.045346
G86	-	G1	-0.005663	0.458527	-0.011061
G87	+	G1	0.041489	0.529126	0.093521
G88	-	G1	-0.013636	0.404648	-0.023506
G89	+	G1	0.038622	0.492926	0.081101
G90	+	G1	0.010908	0.341905	0.015888
G91	-	G1	-0.002030	0.374040	-0.003235
G92	+	G1	0.006691	0.415258	0.011836
G93	-	G1	-0.011843	0.359035	-0.018115
G94	-	G1	-0.028195	0.470247	-0.056482
G95	+	G1	0.000736	0.426222	0.001337
G96	+	G1	0.012509	0.382367	0.020376
G97	-	G1	-0.025416	0.457287	-0.049511
G98	+	G1	0.063476	0.846505	0.228905
G99	+	G1	0.047452	0.664924	0.134412
G100	+	G1	0.017044	0.380674	0.027641
G1	+	G2	0.018798	0.461673	0.036970
G2	+	G2	0.039115	0.508323	0.084703
G3	+	G2	0.162627	0.999651	0.692559
G4	-	G2	-0.041337	0.502212	-0.088439
G5	+	G2	0.014565	0.406767	0.025239
G6	+	G2	0.014325	0.500638	0.030553
G7	+	G2	0.007148	0.379997	0.011571
G8	+	G2	0.024503	0.483815	0.050502
G9	+	G2	0.049315	0.530900	0.111534
G10	+	G2	0.000786	0.396080	0.001326
G11	-	G2	-0.001933	0.496975	-0.004093
G12	+	G2	0.019163	0.435274	0.035533
G13	-	G2	-0.002124	0.496876	-0.004497
G14	+	G2	0.025510	0.484397	0.052642
G15	+	G2	0.007973	0.485084	0.016475
G16	-	G2	-0.011630	0.364871	-0.018077
G17	+	G2	0.122316	0.976105	0.508624
G18	+	G2	0.065968	0.781097	0.219508
G19	-	G2	-0.015909	0.489967	-0.033208
G20	+	G2	0.002306	0.479939	0.004715
G21	+	G2	0.035419	0.426376	0.064334
G22	+	G2	0.005901	0.430125	0.010812
G23	-	G2	-0.017136	0.467382	-0.034119
G24	+	G2	0.011192	0.440909	0.021022
G25	+	G2	0.006798	0.478235	0.013850
G26	+	G2	0.036018	0.533253	0.081821
G27	+	G2	0.025634	0.443491	0.048430
G28	+	G2	0.077382	0.757022	0.249554
G29	+	G2	0.011297	0.465799	0.022416
G30	+	G2	0.052922	0.637103	0.143636
G31	-	G2	-0.010622	0.443773	-0.020081
G32	+	G2	0.002370	0.496764	0.005016
G33	+	G2	0.040951	0.513480	0.089579
G34	+	G2	0.002374	0.451655	0.004568
G35	+	G2	0.060313	0.780636	0.200576
G36	-	G2	-0.004990	0.414299	-0.008807
G37	-	G2	-0.030775	0.501352	-0.065729
G38	-	G2	-0.041783	0.542666	-0.096593
G39	+	G2	0.028680	0.411520	0.050279
G40	+	G2	0.017824	0.337987	0.025664
G41	+	G2	0.038340	0.447279	0.073055
G42	-	G2	-0.043611	0.544531	-0.101166
G43	-	G2	-0.026163	0.420587	-0.046877
G44	+	G2	0.005931	0.391686	0.009897
G45	-	G2	-0.034176	0.515842	-0.075103
G46	+	G2	0.006944	0.388482	0.011492
G47	+	G2	0.022705	0.482413	0.046662
G48	+	G2	0.021109	0.460968	0.041453
G49	+	G2	0.044241	0.548384	0.103353
G50	+	G2	0.037128	0.501846	0.079376
G51	+	G2	0.004597	0.383279	0.007506
G52	+	G2	0.009855	0.431283	0.018106
G53	+	G2	0.008776	0.399982	0.014953
G54	+	G2	0.001060	0.468258	0.002115
G55	+	G2	0.045541	0.632514	0.122712
G56	-	G2	-0.000603	0.362520	-0.000931
G57	+	G2	0.025250	0.452661	0.048691
G58	+	G2	0.013124	0.444248	0.024838
G59	-	G2	-0.000682	0.462757	-0.001345
G60	+	G2	0.010694	0.466881	0.021269
G61	-	G2	-0.012576	0.483720	-0.025916
G62	+	G2	0.017280	0.467318	0.034401
G63	+	G2	0.011499	0.399920	0.019590
G64	-	G2	-0.018723	0.434542	-0.034659
G65	+	G2	0.060384	0.644515	0.165795
G66	+	G2	0.045451	0.551744	0.106832
G67	+	G2	0.026609	0.498110	0.056464
G68	-	G2	-0.008124	0.453025	-0.015678
G69	+	G2	0.001463	0.445370	0.002775
G70	-	G2	-0.001020	0.498594	-0.002168
G71	+	G2	0.024931	0.495263	0.052600
G72	+	G2	0.020525	0.507869	0.044406
G73	-	G2	-0.001153	0.494906	-0.002432
G74	+	G2	0.051662	0.550877	0.121239
G75	+	G2	0.038625	0.512300	0.084296
G76	+	G2	0.002438	0.344011	0.003573
G77	+	G2	0.003577	0.359828	0.005483
G78	+	G2	0.003237	0.446231	0.006154
G79	+	G2	0.041020	0.506037	0.088428
G80	-	G2	-0.012584	0.427708	-0.022929
G81	+	G2	0.060427	0.677885	0.174502
G82	+	G2	0.021743	0.493864	0.045746
G83	-	G2	-0.065434	0.760014	-0.211857
G84	+	G2	0.014087	0.487778	0.029272
G85	+	G2	0.008686	0.413481	0.015300
G86	+	G2	0.009733	0.460448	0.019092
G87	-	G2	-0.006096	0.441225	-0.011457
G88	-	G2	-0.007831	0.401059	-0.013380
G89	-	G2	-0.007921	0.412117	-0.013907
G90	+	G2	0.002461	0.326147	0.003419
G91	-	G2	-0.015237	0.401912	-0.026088
G92	-	G2	-0.009064	0.419365	-0.016193
G93	-	G2	-0.015355	0.367852	-0.024062
G94	-	G2	-0.029413	0.463902	-0.058128
G95	-	G2	-0.047089	0.610311	-0.122430
G96	-	G2	-0.018308	0.398542	-0.031084
G97	+	G2	0.042672	0.523474	0.095160
G98	-	G2	-0.012523	0.411051	-0.021928
G99	+	G2	0.016689	0.426330	0.030310
G100	-	G2	-0.005569	0.346289	-0.008216
G1	+	G3	0.027626	0.489280	0.057583
G2	+	G3	0.050560	0.594775	0.128106
G3	+	G3	0.092108	0.954600	0.374571
G4	+	G3	0.008230	0.379297	0.013299
G5	+	G3	0.016540	0.428717	0.030208
G6	+	G3	0.010717	0.498969	0.022781
G7	+	G3	0.030016	0.505200	0.064600
G8	+	G3	0.051884	0.684692	0.151335
G9	+	G3	0.029580	0.482068	0.060746
G10	-	G3	-0.021935	0.451801	-0.042218
G11	-	G3	-0.003019	0.497219	-0.006394
G12	+	G3	0.012972	0.425516	0.023514
