Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G73	G72	0.332488611215538	1.72787131632408e-09
G72	G73	0.332488611215538	1.72787131632408e-09
G27	G26	0.25828908613987	3.78853720575789e-06
G26	G27	0.25828908613987	3.78853720575794e-06
G68	G100	0.241105534298298	1.66713709830512e-05
G100	G68	0.241105534298298	1.66713709830516e-05
G54	G17	0.237156464852674	2.30857980700373e-05
G17	G54	0.237156464852674	2.30857980700374e-05
G89	G42	0.228890204850798	4.48255497578526e-05
G42	G89	0.228890204850798	4.48255497578555e-05
G72	G67	0.224470730323552	6.32906949818489e-05
G67	G72	0.224470730323552	6.32906949818507e-05
G13	G12	0.221784251786773	7.77983827885015e-05
G12	G13	0.221784251786773	7.77983827885028e-05
G27	G54	0.220478553214258	8.59296125677195e-05
G54	G27	0.220478553214258	8.59296125677199e-05
G6	G51	0.213628534567203	0.000143375533316988
G51	G6	0.213628534567203	0.000143375533316989
G42	G53	0.212197261488956	0.000159240023131394
G53	G42	0.212197261488956	0.000159240023131394
G94	G27	0.208166714251693	0.00021319695308975
G27	G94	0.208166714251692	0.000213196953089754
G57	G4	0.208114113535875	0.00021400263484173
G4	G57	0.208114113535875	0.000214002634841735
G5	G12	0.205972783535059	0.000249323132651257
G12	G5	0.205972783535059	0.000249323132651258
G54	G58	0.200748673453227	0.000359598443063529
G58	G54	0.200748673453227	0.000359598443063532
G5	G21	0.198428277017134	0.000421889177867873
G21	G5	0.198428277017133	0.000421889177867874
G22	G8	0.195592073847363	0.000511622071122682
G8	G22	0.195592073847362	0.000511622071122692
G83	G86	0.195096623034017	0.000529006652162916
G86	G83	0.195096623034017	0.00052900665216292
G16	G89	0.194579675453697	0.000547728292363799
G89	G16	0.194579675453697	0.0005477282923638
G67	G9	0.192356527968403	0.000635455615536644
G9	G67	0.192356527968403	0.000635455615536648
G93	G43	0.191139752146764	0.000688810825780486
G43	G93	0.191139752146764	0.000688810825780489
G8	G99	0.190824984333931	0.000703272485910437
G99	G8	0.190824984333931	0.000703272485910443
G68	G33	0.190017878594643	0.000741646801734734
G33	G68	0.190017878594643	0.000741646801734738
G38	G21	0.184377431079436	0.00106873771039409
G21	G38	0.184377431079436	0.0010687377103941
G12	G50	0.184109492747709	0.00108716874173993
G50	G12	0.184109492747709	0.00108716874173994
G100	G49	0.183194177147141	0.00115236090522177
G49	G100	0.183194177147141	0.00115236090522178
G10	G2	0.183098183330902	0.0011594022882394
G2	G10	0.183098183330902	0.00115940228823941
G4	G58	0.181731440719846	0.00126404356009676
G58	G4	0.181731440719846	0.00126404356009677
G57	G21	0.181714390551125	0.00126540209408789
