Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G54	G50	0.498521186765613	2.86510969679316e-27
G50	G54	0.498521186765613	2.86510969679329e-27
G6	G5	0.412154910347603	2.51182040701922e-18
G5	G6	0.412154910347603	2.51182040701937e-18
G8	G10	0.370528863621711	7.45063217784905e-15
G10	G8	0.370528863621711	7.45063217784935e-15
G70	G65	0.322953152574411	1.86625731321105e-11
G65	G70	0.322953152574411	1.86625731321109e-11
G36	G34	0.314646550867911	6.40743628131692e-11
G34	G36	0.31464655086791	6.40743628131734e-11
G95	G96	0.293973928480686	1.17341117841773e-09
G96	G95	0.293973928480685	1.17341117841785e-09
G17	G14	0.285107492231902	3.81085708498675e-09
G14	G17	0.285107492231902	3.81085708498684e-09
G42	G99	0.257596600278421	1.14226676111715e-07
G99	G42	0.257596600278421	1.14226676111716e-07
G98	G82	0.252645236482541	2.02414607519493e-07
G82	G98	0.252645236482541	2.02414607519493e-07
G82	G99	0.233002116140269	1.74408334986927e-06
G99	G82	0.233002116140269	1.74408334986929e-06
G23	G32	0.23280472108954	1.78058793771453e-06
G32	G23	0.23280472108954	1.78058793771458e-06
G32	G88	0.195222109360288	6.63572676578095e-05
G88	G32	0.195222109360288	6.63572676578104e-05
G16	G12	0.191133001962317	9.46793219882442e-05
G12	G16	0.191133001962316	9.46793219882473e-05
G30	G10	0.188862987529114	0.000114967837128811
G10	G30	0.188862987529114	0.000114967837128814
G1	G100	0.183418511527508	0.000181486247764201
G100	G1	0.183418511527508	0.000181486247764208
G58	G95	0.182791998966735	0.000191117688553451
G95	G58	0.182791998966734	0.000191117688553457
G29	G75	0.182272343539302	0.000199467390012219
G75	G29	0.182272343539302	0.00019946739001222
G79	G47	0.179878416662179	0.000242533062723981
G47	G79	0.179878416662178	0.000242533062723982
G54	G37	0.177881771471069	0.000284945527899353
G37	G54	0.177881771471069	0.000284945527899353
G96	G54	0.173886909576881	0.000391356754013272
G54	G96	0.173886909576881	0.000391356754013276
G24	G99	0.170065855671507	0.00052677455350732
G99	G24	0.170065855671507	0.000526774553507323
G11	G99	0.167720723987051	0.000630228767570854
G99	G11	0.167720723987051	0.000630228767570875
G84	G37	0.167125152610552	0.000659347553938695
G37	G84	0.167125152610551	0.000659347553938706
G65	G34	0.165362781605755	0.000752975725191014
G34	G65	0.165362781605755	0.000752975725191023
G95	G11	0.164842869644648	0.000782860955818136
G11	G95	0.164842869644648	0.000782860955818149
G85	G5	0.163836584277303	0.000843842660865021
G5	G85	0.163836584277303	0.000843842660865021
G10	G96	0.163074327016402	0.000892926115437988
G96	G10	0.163074327016402	0.000892926115437991
