Gene1	Gene2	Score
G71	G1	0.96848684176838
G1	G71	0.96848684176838
G20	G16	0.938613618520002
G16	G20	0.938613618520002
G27	G20	0.928599930415225
G20	G27	0.928599930415225
G20	G11	0.924730720499957
G11	G20	0.924730720499957
G16	G11	0.913009727143468
G11	G16	0.913009727143468
G50	G41	-0.886783418321089
G41	G50	-0.886783418321089
G27	G11	0.870842699747091
G11	G27	0.870842699747091
G27	G16	0.868872425786706
G16	G27	0.868872425786706
G23	G20	0.864270895034339
G20	G23	0.864270895034339
G23	G12	0.862107527506688
G12	G23	0.862107527506688
G23	G15	0.860562602073688
G15	G23	0.860562602073688
G27	G23	0.859038834894407
G23	G27	0.859038834894407
G98	G91	0.856271980429688
G91	G98	0.856271980429688
G15	G12	0.854932985740682
G12	G15	0.854932985740682
G27	G12	0.837245724250978
G12	G27	0.837245724250978
G20	G15	0.835361049541873
G15	G20	0.835361049541873
G91	G44	-0.830737810538189
G44	G91	-0.830737810538189
G20	G12	0.827241182348489
G12	G20	0.827241182348489
G27	G15	0.823657362268879
G15	G27	0.823657362268879
G60	G12	0.821084893642952
G12	G60	0.821084893642952
G63	G1	-0.817406567588028
G1	G63	-0.817406567588028
G71	G63	-0.816194276550544
G63	G71	-0.816194276550544
G20	G13	-0.813963688598024
G13	G20	-0.813963688598024
G23	G11	0.810788860186128
G11	G23	0.810788860186128
G16	G6	-0.807771971122994
G6	G16	-0.807771971122994
G91	G90	0.80681334590559
G90	G91	0.80681334590559
G27	G13	-0.795727239278489
G13	G27	-0.795727239278489
G16	G15	0.783323503813897
G15	G16	0.783323503813897
G23	G16	0.777994007152442
G16	G23	0.777994007152442
G20	G6	-0.775432575525146
G6	G20	-0.775432575525146
G15	G11	0.771478907620978
G11	G15	0.771478907620978
G100	G91	-0.769609868115151
G91	G100	-0.769609868115151
G16	G13	-0.768685550088325
G13	G16	-0.768685550088325
G27	G6	-0.76584638178836
G6	G27	-0.76584638178836
G91	G81	-0.765232168989713
G81	G91	-0.765232168989713
G91	G87	-0.764782712467073
G87	G91	-0.764782712467073
G71	G54	-0.76450954499421
G54	G71	-0.76450954499421
