Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G59	G58	0.400223297631425	1.22979677883068e-05
G58	G59	0.400223297631424	1.22979677883071e-05
G17	G82	0.381665241346567	3.29351568732741e-05
G82	G17	0.381665241346567	3.29351568732743e-05
G82	G1	0.365216387600167	7.51387856499106e-05
G1	G82	0.365216387600167	7.51387856499106e-05
G2	G1	0.356796084291927	0.00011268865688313
G1	G2	0.356796084291927	0.000112688656883133
G85	G64	0.338607305509707	0.000260439229441544
G64	G85	0.338607305509707	0.000260439229441547
G12	G2	0.33225955339233	0.000344782771023928
G2	G12	0.33225955339233	0.000344782771023931
G78	G34	0.324633138628449	0.00047918594572391
G34	G78	0.324633138628449	0.000479185945723916
G15	G3	0.317861583337695	0.000637318646336349
G3	G15	0.317861583337694	0.000637318646336355
G57	G61	0.316829675166601	0.000665240775565389
G61	G57	0.3168296751666	0.000665240775565416
G10	G15	0.316749841912876	0.000667447037118331
G15	G10	0.316749841912876	0.000667447037118335
G39	G66	0.302603299441215	0.00118316931642737
G66	G39	0.302603299441213	0.00118316931642742
G1	G15	0.302354586355191	0.00119483910869931
G15	G1	0.302354586355191	0.00119483910869931
G38	G52	0.29586955869033	0.00153867501569259
G52	G38	0.29586955869033	0.00153867501569261
G95	G29	0.291437316493166	0.0018229792288179
G29	G95	0.291437316493166	0.00182297922881791
G82	G39	0.287293628048812	0.00213098647539183
G39	G82	0.287293628048812	0.00213098647539183
G43	G94	0.28652127503402	0.0021933469750394
G94	G43	0.286521275034019	0.00219334697503945
G66	G64	0.286121552725906	0.00222626453155425
G64	G66	0.286121552725906	0.00222626453155425
G95	G94	0.285007072891855	0.00232041424974484
G94	G95	0.285007072891855	0.00232041424974484
G66	G93	0.282095828254162	0.00258355288575516
G93	G66	0.282095828254161	0.00258355288575517
G36	G8	0.280831650440388	0.00270597382350689
G8	G36	0.280831650440387	0.00270597382350692
G54	G41	0.279850433832896	0.00280457008576059
G41	G54	0.279850433832896	0.00280457008576059
G4	G3	0.272179684930233	0.00369388981197998
G3	G4	0.272179684930233	0.00369388981197999
G81	G71	0.270650806667174	0.00389877172069144
G71	G81	0.270650806667174	0.00389877172069148
G53	G6	0.267454403759934	0.00436032068631147
G6	G53	0.267454403759934	0.00436032068631153
G67	G20	0.266664392187036	0.0044816715827453
G20	G67	0.266664392187036	0.0044816715827453
G65	G78	0.266365495529033	0.00452836520441264
G78	G65	0.266365495529032	0.00452836520441269
G93	G52	0.264803287559149	0.00477955779762793
G52	G93	0.264803287559149	0.00477955779762795
G52	G100	0.26359411016231	0.00498244696155972
G100	G52	0.26359411016231	0.00498244696155977
