OutPredict,Inferelator,GRNBoost,Genie3,GRISLI,GRNVBEM,LEAP,PIDC,PPCOR,SCODE,SCRIBE,Ensemble_LR,Ensemble_NB,Ensemble_SGD,Ensemble_SVM,Ensemble_KNN,Ensemble_RF,Ensemble_AB,Ensemble_XGB,best_train_algo,best_test_algo,best_train_score,best_test_score,Ensemble_AVG,set_name
0.014154564650315862,0.03157800939888458,0.011700669071573454,0.01027411545470966,0.017379391550782802,0.006181949086811832,0.008638833311380299,0.021980519831369835,0.006250476974675154,0.008424090715328098,0.010589952625539826,0.0412056917492051,0.015572988042038294,0.006136263623145943,0.014522479965556122,0.003676470588235294,0.03346455817116856,0.10124205504467151,0.022886410879748686,OutPredict,Inferelator,0.014154564650315862,0.03157800939888458,0.013307779086539358,dream3_100#1
0.05342389713996758,0.12427008014372647,0.04879256606269572,0.050255173186742476,0.03817033951442749,0.014839611321544575,0.04029130289551931,0.06088488146375637,0.02161560003995371,0.016655923301336063,0.03396912239833601,0.09524779824690284,0.057459483179180496,0.018064375604939484,0.022046810328412207,0.03324441687344913,0.06351208513438035,0.06958824564748109,0.03544286216790177,Inferelator,Inferelator,0.12427008014372647,0.12427008014372647,0.052651078461924676,dream3_100#2
0.02586440475318879,0.06874644385643687,0.03558083819689477,0.029772298933028588,0.018387096195672168,0.012969822249279662,0.026070268849400505,0.028169138591825765,0.03237659906071144,0.017024626373642972,0.046207890179769034,0.05050825079743165,0.04614271779720635,0.02617754149406279,0.013588804099622698,0.026340280346939613,0.06783196815505123,0.05383382078583501,0.03522933721465851,Inferelator,Inferelator,0.06874644385643687,0.06874644385643687,0.027009613494434676,dream3_100#3
0.05810403539202226,0.0941485202579325,0.08043390743998953,0.08028498934322867,0.03163475276883841,0.03415825598707009,0.07701117899548195,0.06500017191340701,0.039992247380828,0.034376731936466356,0.061773582750933156,0.09397703451312225,0.08840725552024378,0.03231257971312706,0.035315341198697114,0.047824661594590125,0.06319408054868766,0.10393764476729547,0.04821911854513387,Inferelator,Inferelator,0.0941485202579325,0.0941485202579325,0.06840755363692637,dream3_100#4
0.08982880328526119,0.15727355951903,0.10664321512564122,0.11259243323519555,0.06420668548517831,0.06627414362392628,0.09462622779271088,0.1034788165473088,0.06811488041119798,0.06646503106052756,0.07116317388993024,0.10517387853690953,0.10823108657091687,0.047085065418129714,0.06714272997810644,0.11880013368983958,0.11575926348845364,0.12316903699752194,0.09232585016915551,Inferelator,Inferelator,0.15727355951903,0.15727355951903,0.09672705267630684,dream3_100#5
0.01867958741683489,0.04320345051642431,0.02677655960923222,0.025529625920041765,0.01990177808273985,0.04437734939076408,0.036107466004383,0.038513456428700805,0.021115963938058663,0.030768738497192114,0.021249726887809125,0.04961579601202783,0.03279990875348727,0.008970588235294117,0.019015158533466685,0.008970588235294117,0.039407290044456006,0.05882974772441529,0.026435871038368954,Inferelator,GRNVBEM,0.04320345051642431,0.04437734939076408,0.055145888400258414,dream4_100#1
0.05276100695802065,0.05216332937226076,0.07120120593044485,0.06937961113256949,0.03421568971902882,0.02813442620800976,0.05775562640518797,0.06533763478539445,0.03625097472294492,0.028413150677563455,0.04549754168402226,0.06961231744212115,0.06553883275404213,0.03437083807810662,0.029498842113321183,0.04851890756302521,0.061227161604060984,0.07548685263861626,0.032006289319108025,Inferelator,GRNBoost,0.05216332937226076,0.07120120593044485,0.10445714359789154,dream4_100#2
0.05996515341104695,0.1755932213632089,0.12416569131919804,0.1266118424817131,0.022390964555193807,0.02509278916644251,0.1224050067411373,0.09840036012176685,0.03994261909076174,0.01918132631633343,0.10254312857637825,0.19481814913772533,0.13679010173101605,0.2969442761292971,0.017265049815352373,0.07951680672268907,0.18432345692129193,0.17067936773016226,0.15562325025290086,Inferelator,Inferelator,0.1755932213632089,0.1755932213632089,0.10677831606900078,dream4_100#3
0.060434803312058125,0.0873006184181534,0.06698560480383832,0.06899812792855582,0.02292257828438624,0.019147866316246723,0.05672319699629038,0.0820055099791164,0.035728414734146514,0.019599436659601704,0.13171773895907055,0.14663725146445508,0.07608039295608597,0.01906269871078107,0.016270958450398356,0.051222747840394905,0.13303548001688362,0.11257197264247759,0.07446214141061536,Inferelator,SCRIBE,0.0873006184181534,0.13171773895907055,0.12397907307522266,dream4_100#4
0.056310197801060786,0.09677220569074557,0.07782297189498666,0.08894734384432632,0.025000358737077406,0.01497601837855212,0.0844391509227367,0.05701592053286456,0.03761961890619188,0.019946264044780164,0.05696247968831295,0.11110116926100186,0.08241040414868775,0.007941176470588234,0.01874063186282695,0.07003100385453326,0.11472174173424408,0.06165043116021618,0.05005077236030698,Inferelator,Inferelator,0.09677220569074557,0.09677220569074557,0.1859538049025267,dream4_100#5
