Gene1	Gene2	Score
G24	G4	0.840393423239009
G4	G24	0.840393423239009
G23	G16	0.766819885395588
G16	G23	0.766819885395588
G78	G49	-0.756373634248024
G49	G78	-0.756373634248024
G28	G12	-0.751271745196037
G12	G28	-0.751271745196037
G78	G4	0.734942697554133
G4	G78	0.734942697554133
G64	G43	0.733812855488109
G43	G64	0.733812855488109
G97	G81	0.728631045925186
G81	G97	0.728631045925186
G68	G50	0.728459160888579
G50	G68	0.728459160888579
G78	G13	-0.712307597508259
G13	G78	-0.712307597508259
G98	G26	-0.710823184827157
G26	G98	-0.710823184827157
G78	G68	-0.709752526519159
G68	G78	-0.709752526519159
G94	G86	0.709663688358978
G86	G94	0.709663688358978
G73	G53	0.703001605707916
G53	G73	0.703001605707916
G78	G24	0.699296820994641
G24	G78	0.699296820994641
G68	G49	0.698887786420698
G49	G68	0.698887786420698
G68	G13	0.698263532437585
G13	G68	0.698263532437585
G84	G12	0.696265188760059
G12	G84	0.696265188760059
G91	G48	0.68976229661092
G48	G91	0.68976229661092
G56	G41	0.688752591051797
G41	G56	0.688752591051797
G48	G41	0.678751527932559
G41	G48	0.678751527932559
G97	G12	0.678592019919959
G12	G97	0.678592019919959
G53	G52	-0.675053083322142
G52	G53	-0.675053083322142
G61	G24	-0.670066947472617
G24	G61	-0.670066947472617
G58	G4	-0.669763847630181
G4	G58	-0.669763847630181
G58	G9	-0.665699105772297
G9	G58	-0.665699105772297
G98	G5	0.660208691310197
G5	G98	0.660208691310197
G68	G4	-0.655942288263167
G4	G68	-0.655942288263167
G56	G48	0.655852213649559
G48	G56	0.655852213649559
G97	G58	-0.651488862441146
G58	G97	-0.651488862441146
G73	G48	-0.649877505759566
G48	G73	-0.649877505759566
G16	G6	0.64485660709579
G6	G16	0.64485660709579
G58	G24	-0.635623352834238
G24	G58	-0.635623352834238
G56	G52	0.634034479146795
G52	G56	0.634034479146795
G53	G41	-0.633463190832272
G41	G53	-0.633463190832272
G61	G4	-0.630704805292073
G4	G61	-0.630704805292073
G43	G39	0.62061302052047
G39	G43	0.62061302052047
G43	G23	-0.619905594542453
G23	G43	-0.619905594542453
G73	G41	-0.615994782820396
G41	G73	-0.615994782820396
G9	G6	-0.614720214238388
G6	G9	-0.614720214238388
G54	G29	0.612931137905584
G29	G54	0.612931137905584
G70	G45	-0.611307318931892
G45	G70	-0.611307318931892
G79	G56	-0.607430463017258
G56	G79	-0.607430463017258
G81	G17	-0.605533419447716
G17	G81	-0.605533419447716
G43	G14	-0.604005682808139
G14	G43	-0.604005682808139
G13	G4	-0.603949136924469
G4	G13	-0.603949136924469
G84	G65	-0.603522531513944
G65	G84	-0.603522531513944
G78	G61	-0.598331038568737
G61	G78	-0.598331038568737
G49	G4	-0.59646424531606
G4	G49	-0.59646424531606
G50	G13	0.595440765785403
G13	G50	0.595440765785403
G47	G46	-0.59506567067276
G46	G47	-0.59506567067276
G37	G8	-0.59505197431629
G8	G37	-0.59505197431629
G67	G9	-0.594895130929607
G9	G67	-0.594895130929607
G61	G58	0.594700509708509
G58	G61	0.594700509708509
G56	G53	-0.593066099561396
G53	G56	-0.593066099561396
G58	G8	0.586119357478625
G8	G58	0.586119357478625
G68	G60	0.582677574065102
G60	G68	0.582677574065102
G47	G8	0.582202652717848
G8	G47	0.582202652717848
G52	G5	0.581924193417857
G5	G52	0.581924193417857
G100	G46	0.581032476216761
G46	G100	0.581032476216761
G51	G12	0.580485205718904
G12	G51	0.580485205718904
G45	G10	-0.580297876796172
G10	G45	-0.580297876796172
G65	G12	-0.580095174698602
G12	G65	-0.580095174698602
G81	G62	0.579790673946939
G62	G81	0.579790673946939
G91	G73	-0.576710998705102
G73	G91	-0.576710998705102
G53	G48	-0.575997452257519
G48	G53	-0.575997452257519
G45	G30	-0.575369047233921
G30	G45	-0.575369047233921
G24	G9	0.575095841620327
G9	G24	0.575095841620327
G81	G58	-0.574492799100374
G58	G81	-0.574492799100374
G50	G4	-0.570937356274004
G4	G50	-0.570937356274004
G97	G62	0.569805217337419
G62	G97	0.569805217337419
G84	G28	-0.564899019590188
G28	G84	-0.564899019590188
G74	G13	0.564794373426918
G13	G74	0.564794373426918
G81	G8	-0.562359515963304
G8	G81	-0.562359515963304
G79	G52	-0.562091639276482
G52	G79	-0.562091639276482
G49	G13	0.558095950910147
G13	G49	0.558095950910147
G75	G22	0.557833597380009
G22	G75	0.557833597380009
G97	G8	-0.556719552793814
G8	G97	-0.556719552793814
G46	G33	-0.556614850162623
G33	G46	-0.556614850162623
G52	G41	0.556436942072617
G41	G52	0.556436942072617
G70	G22	0.555253324053344
G22	G70	0.555253324053344
G54	G33	-0.555023864860672
G33	G54	-0.555023864860672
G74	G49	0.553780799126064
G49	G74	0.553780799126064
G65	G53	0.552464689715426
G53	G65	0.552464689715426
G33	G8	0.551739026871846
G8	G33	0.551739026871846
G24	G8	-0.550989342155929
G8	G24	-0.550989342155929
G67	G58	0.549920080798588
G58	G67	0.549920080798588
G43	G25	0.549577205002607
G25	G43	0.549577205002607
G100	G40	-0.547167666580501
G40	G100	-0.547167666580501
G65	G52	-0.546588982702452
G52	G65	-0.546588982702452
G97	G23	-0.546187974496264
G23	G97	-0.546187974496264
G58	G13	0.545632968478677
G13	G58	0.545632968478677
G50	G49	0.544736336433429
G49	G50	0.544736336433429
G58	G6	0.54211296570384
G6	G58	0.54211296570384
G94	G68	-0.540082306761429
G68	G94	-0.540082306761429
G25	G14	-0.540012898826528
G14	G25	-0.540012898826528
G97	G6	-0.539825045815495
G6	G97	-0.539825045815495
G90	G33	-0.539591444034462
G33	G90	-0.539591444034462
G65	G43	-0.539120185295326
G43	G65	-0.539120185295326
G62	G12	0.538410001338537
G12	G62	0.538410001338537
G78	G25	0.537784716766362
G25	G78	0.537784716766362
G52	G48	0.535386668937887
G48	G52	0.535386668937887
G13	G8	0.535374676534392
G8	G13	0.535374676534392
G58	G16	0.532322971932461
G16	G58	0.532322971932461
G91	G41	0.531553908921966
G41	G91	0.531553908921966
G97	G61	-0.53083715591441
G61	G97	-0.53083715591441
G74	G43	-0.530555905340657
G43	G74	-0.530555905340657
G34	G33	-0.526508206143426
G33	G34	-0.526508206143426
G97	G17	-0.526160230215068
G17	G97	-0.526160230215068
G23	G6	0.525881197727126
G6	G23	0.525881197727126
G78	G50	-0.520721831574887
G50	G78	-0.520721831574887
G14	G5	-0.520322453056643
G5	G14	-0.520322453056643
G24	G13	-0.519938081624733
G13	G24	-0.519938081624733
G91	G40	0.519767062129679
G40	G91	0.519767062129679
G78	G58	-0.518176502419525
G58	G78	-0.518176502419525
G31	G17	0.517890681411566
G17	G31	0.517890681411566
G77	G54	0.517609162764714
G54	G77	0.517609162764714
G13	G5	-0.517361712736614
G5	G13	-0.517361712736614
G74	G68	0.516501596713166
G68	G74	0.516501596713166
G67	G8	0.513996731005922
G8	G67	0.513996731005922
G97	G47	-0.513574551833898
G47	G97	-0.513574551833898
G67	G24	-0.512749718842839
G24	G67	-0.512749718842839
G74	G64	-0.511562374745733
G64	G74	-0.511562374745733
G60	G50	0.509400707163296
G50	G60	0.509400707163296
G30	G13	0.50829645956439
G13	G30	0.50829645956439
G94	G64	0.508239798451677
G64	G94	0.508239798451677
G81	G24	0.506795247371698
G24	G81	0.506795247371698
G84	G31	-0.505973875188692
G31	G84	-0.505973875188692
G8	G4	-0.504505449742301
