Gene1	Gene2	corVal	pValue
G1	G1	1	0
G2	G2	1	0
G3	G3	1	0
G4	G4	1	0
G5	G5	1	0
G6	G6	1	0
G7	G7	1	0
G8	G8	1	0
G9	G9	1	0
G10	G10	1	0
G11	G11	1	0
G12	G12	1	0
G13	G13	1	0
G14	G14	1	0
G15	G15	1	0
G16	G16	1	0
G17	G17	1	0
G18	G18	1	0
G19	G19	1	0
G20	G20	1	0
G21	G21	1	0
G22	G22	1	0
G23	G23	1	0
G24	G24	1	0
G25	G25	1	0
G26	G26	1	0
G27	G27	1	0
G28	G28	1	0
G29	G29	1	0
G30	G30	1	0
G31	G31	1	0
G32	G32	1	0
G33	G33	1	0
G34	G34	1	0
G35	G35	1	0
G36	G36	1	0
G37	G37	1	0
G38	G38	1	0
G39	G39	1	0
G40	G40	1	0
G41	G41	1	0
G42	G42	1	0
G43	G43	1	0
G44	G44	1	0
G45	G45	1	0
G46	G46	1	0
G47	G47	1	0
G48	G48	1	0
G49	G49	1	0
G50	G50	1	0
G51	G51	1	0
G52	G52	1	0
G53	G53	1	0
G54	G54	1	0
G55	G55	1	0
G56	G56	1	0
G57	G57	1	0
G58	G58	1	0
G59	G59	1	0
G60	G60	1	0
G61	G61	1	0
G62	G62	1	0
G63	G63	1	0
G64	G64	1	0
G65	G65	1	0
G66	G66	1	0
G67	G67	1	0
G68	G68	1	0
G69	G69	1	0
G70	G70	1	0
G71	G71	1	0
G72	G72	1	0
G73	G73	1	0
G74	G74	1	0
G75	G75	1	0
G76	G76	1	0
G77	G77	1	0
G78	G78	1	0
G79	G79	1	0
G80	G80	1	0
G81	G81	1	0
G82	G82	1	0
G83	G83	1	0
G84	G84	1	0
G85	G85	1	0
G86	G86	1	0
G87	G87	1	0
G88	G88	1	0
G89	G89	1	0
G90	G90	1	0
G91	G91	1	0
G92	G92	1	0
G93	G93	1	0
G94	G94	1	0
G95	G95	1	0
G96	G96	1	0
G97	G97	1	0
G98	G98	1	0
G99	G99	1	0
G100	G100	1	0
G30	G2	0.283917811288187	3.39303824502909e-07
G2	G30	0.283917811288186	3.39303824502931e-07
G98	G30	0.265845735131205	1.90826742815375e-06
G30	G98	0.265845735131205	1.90826742815379e-06
G22	G64	0.253901863772789	5.58718033331218e-06
G64	G22	0.253901863772788	5.58718033331229e-06
G70	G2	0.237420096996496	2.25934194093298e-05
G2	G70	0.237420096996496	2.259341940933e-05
G9	G98	0.225896301406041	5.6667887738811e-05
G98	G9	0.225896301406041	5.6667887738811e-05
G1	G71	0.210986464591527	0.000173929378888074
G71	G1	0.210986464591526	0.000173929378888079
G72	G9	0.210780293367999	0.00017655361177112
G9	G72	0.210780293367999	0.00017655361177112
G5	G9	0.209351718728003	0.000195780494792993
G9	G5	0.209351718728003	0.000195780494792994
G78	G18	0.203406911746677	0.000298798984234788
G18	G78	0.203406911746677	0.000298798984234789
G81	G98	0.200038397242427	0.000377692000832104
G98	G81	0.200038397242427	0.000377692000832106
G47	G96	0.198536404947709	0.000418776756020811
G96	G47	0.198536404947709	0.000418776756020812
G61	G3	0.194687553415701	0.000543771424665219
G3	G61	0.194687553415701	0.000543771424665219
G1	G32	0.193709943379773	0.000580618053456755
G32	G1	0.193709943379773	0.000580618053456762
G79	G49	0.19276460113668	0.000618436350417964
G49	G79	0.19276460113668	0.000618436350417966
G72	G94	0.192555942518328	0.00062708530422486
G94	G72	0.192555942518328	0.000627085304224872
G52	G5	0.191969753928045	0.000651985809824623
G5	G52	0.191969753928045	0.000651985809824623
G15	G94	0.191956057874561	0.000652578391265059
G94	G15	0.191956057874561	0.000652578391265062
G90	G51	0.190549901809317	0.000716140228161167
G51	G90	0.190549901809317	0.000716140228161174
G18	G42	0.190507842389871	0.000718126750755953
G42	G18	0.190507842389871	0.000718126750755962
G27	G62	0.187151621456671	0.000894110023273024
G62	G27	0.187151621456671	0.000894110023273028
G43	G42	0.186659558820447	0.000923023900628964
G42	G43	0.186659558820447	0.000923023900628967
G72	G57	0.186500806954696	0.000932534640025592
G57	G72	0.186500806954696	0.000932534640025592
G47	G32	0.185105476524961	0.00102009960413059
G32	G47	0.185105476524961	0.00102009960413059
G68	G55	0.184647531700604	0.00105044945984789
G55	G68	0.184647531700603	0.00105044945984791
G53	G49	0.184102753742832	0.00108763605570162
G49	G53	0.184102753742832	0.00108763605570163
G38	G62	0.180339511333959	0.00137947110730996
G62	G38	0.180339511333959	0.00137947110730996
G41	G68	0.180143616515616	0.00139647086769235
G68	G41	0.180143616515616	0.00139647086769235
G72	G56	0.17776572049656	0.00161872705438391
G56	G72	0.17776572049656	0.00161872705438391
